Data da opinião,Nota,Título,Conteúdo
17 de dez.,5,Hotel maravilhoso,"Hotel muito aconchegante, recepção e atendimento dos colaboradores muito nota 10!    Comida deliciosa, ao entrar no quarto você já sente um perfume maravilhoso, as acomodações muito aconchegantes e de qualidade."
16 de dez.,5,Experiência incrível! Fiquei pouco tempo para aproveitar tudo.,"Acomodações excelentes, atendimento e refeição de qualidade.  Fiquei pouco tempo, não pude usufruir de toda estrutura, mas tudo o que tive oportunidade estava impecável. Sempre que possível vou me hospedar na rede."
10 de dez.,5,Muito bom recomendo,"ótimo hotel, super recomendo, ambiente agradável e super bem equipado, ótimo atendimento. tem quadra de tennis (grande diferencial) academia 24hrs. piscina muito bonita na verdade todo o hotel é bem requintado."
8 de dez.,5,"Acima da média, com preço justo.","Hotel muito bom em todos os aspectos. Colaboradores são muito educados e prestativos, acomodações excelentes, desde a opção de entrada, alimentação e estrutura também excelentes. Sem contar que é muito próximo do aeroporto. Recomendo tanto para viagens a trabalho como para lazer."
6 de dez.,5,Hotel excelente,"As Acomodações são ótimas, porém acho desnecessário a cobrança de tantas taxas , 15% na reserva, 10% no restaurante e no frigobar, mais o estacionamento. Somando tudo excede 400,00 a diária, por se tratar de viagem de negócios considero um tanto caro."
5 de dez.,5,Atendimento,"Atendimento excelente na recepção e no café da manhã.  Indico este hotel pelo atendimento, pela localidade, limpeza, café da manhã.  Apenas o wiffi não teve uma boa conexão, mas consegui sinal da minha operadora e deu tudo certo."
5 de dez.,5,Hospedagem,"Muito agradável. quartos amplos, área externa bonita. Funcionários atenciosos e hotel muito confortável. Comida muito saborosa. Viajamos a trabalho, uma convenção, mas indico o hotel para acomodações em Porto Alegre."
2 de dez.,4,Muito Bom,"Oferece um serviço excelente. Conforto dos quartos é excepcional. Limpeza impecável. Serviço de restaurante e bar sao excelentes também. Infelizmente durante o período noturno um que outro funcionário da recepção excepcionalmente te tratam com falta de respeito, mas acredito ter sido este um caso isolado em minha última estadia com este hotel. (Hospedei-me com eles uma vez ao mês durante este último ano e sempre foi uma experiência que excedia expectativas)."
1 de dez.,3,bom,"Nas redondezas , não há comércios bares e restaurantes , é localizado numa área de galpões e fabricas , perto do aeroporto e do centro de convenções. achei que precisa de uma conservação melhor.Um certo cheiro de mofo chuveiros e travesseiros ótimos"
1 de dez.,5,Excelente hotel!,"Não conhecia o hotel, foi minha primeira hospedagem e me surpreendeu. Viajava com meu esposo e duas crianças e o quarto comportou nós 4 de forme bem confortável. Além disso, café da manhã bem variado!"
nov. de 2022,5,Hotel Perfeito,"Hotel muito bom, um dos melhores que já me hospedei.  Café da manhã muito bom, almoço excelente, atendimento cordial ( Prestativo ).  Localização boa, dependendo das atividades que vai ter em Porto Alegre, um pouco distante do centro, mas de fácil acesso."
nov. de 2022,3,Nada de mais,"Hotel com diária cara demais para o que oferece. Custo-benefício ruim. A piscina é externa, de modo que qualquer clima menos favorecido já impede seu uso pelos hóspedes. Deveriam fecha-la, com uma estrutura fom teto retrátil, que fossem possível abrir noa dias mais quentes e fechar nos chuvosos, frios e ventosos (muito comuns em Porto Alegre). Quarto amplo e limpo (ficamos no Luxo Superior, com uma cama queen). Sinal de internet muito bom. Restaurante caro demais (buffet por R$ 89,00 por pessoa). Café da manhã excelente, com muita variedade. O estacionamento é no pátio do próprio hotel. Logo, não precisavam terceiriza-lo para cobrança dos hóspedes. Podia estar incluído na cara diária. Academia excelente, com equipamentos de última geração. Gostei do café à disposição dos hóspedes, no saguão."
nov. de 2022,5,Ótimo,Poderia ter um ferro de passar roupas no quarto!  Poderia ter mais um Travesseiro;  Ótimo chuveiro;  Quarto e banheiro muito limpos e organizados;  Adoramos a quantidade de canais disponíveis para uso do hospede;
nov. de 2022,3,Péssimo atendimento Check-in,"O hotel é muito bom, porém o check-in foi lamentável com cobranças antecipadas típico de hotel pequeno que trabalha com público duvidoso. Lamentável. Baixo treinamento dos funcionários da recepção que não sabem administrar ""conflitos"" entre o que o cliente deseja e o que o hotel permite."
nov. de 2022,5,Tudo ocorreu tranquilamente,"Recomendo o hotel e usaria novamente caso volte a cidade.  Café da manhã bem servido.  Acomodações boas e organizadas.  Serviço de assistência bem rápida e eficaz.  Serviço de traslado do Hotel para Aeroporto sem custos adicionais.  Só os valores da água do frigobar que é bem alto e ainda cobram uma taxa além do valor do produto, achei errado isso."
nov. de 2022,5,Excelente opção!,"Atendimento, limpeza, quarto, café da manhã e restaurante excelentes! Ótima localização para quem quer algo próximo ao aeroporto. Ainda tem transfer gratuito do aeroporto para o hotel. Recomendo este hotel!"
nov. de 2022,5,"Próximo de muitos Shoppings, estratégico, muito bem localizado ao lado do aeroporto, risco zero de perda de voô kkkk...","Próximo de muitos Shoppings, estratégico, muito bem localizado ao lado do aeroporto, risco zero de perda de voô kkkk...Eu indico para quem viaja com a família, sobra tempo para diversificar os passeios."
nov. de 2022,5,SATISFEITO,"Pessoal super treinados, aviso de final do horário do café muito rigoroso.  Faltam alguns aparelhos de treinamento na academia. Não vou fazer críticas na exorbitância dos valores cobrados, devido o livre arbítrio do usuário."
nov. de 2022,5,"Excelente hospedagem, recomendo.","Excelente localização, próximo ao aeroporto, com transfer gratuito. Qualidade ótima do quarto com ótimo kit de higiene. Excelente café da manhã. No geral fiquei muito satisfeito com o Hotel e certamente me hospedarei lá novamente quando voltar a Porto Alegre"
nov. de 2022,5,Qualidade a preço justo,"Para quem está viajando e gosta de ficar próximo ao aeroporto com qualidade, é uma excelente opção. Fica muito perto do aeroporto, e também do centro de convenções. A estrutura e atendimentos são de qualidade."
nov. de 2022,5,Excelente,"Tirando o contratempo de que pude entrar no quarto com 2 horas de atraso, o restante como estrutura, localização, refeições, acomodação, limpeza e atendimento, tudo foi ótimo. Recomendo o local para quem busca conforto e qualidade."
nov. de 2022,5,Quem fica a primeira vez sempre retorna !!,"Localização - perto do aeroporto e com serviço grátis de translado até ao aeroporto.  A excelência e qualidade dos serviços e do atendimento, as dependências ( quarto, academia, piscina, restaurante, espaço de eventos, ... ), e ao mesmo tempo o clima de ""sentir-se em casa"" com certeza superam a distância do hotel de outros pontos como shoppings, restaurantes, supermercados, rodoviária, ...  Um dos poucos hotéis que conheço que sempre manteve um padrão excelente !!  Quem fica a primeira vez sempre retorna."
nov. de 2022,5,Proporcionar a melhor experiência ao hóspede,"Essa rede de hotéis destaca-se pela qualidade da infraestrutura, o excelente treinamento dos colaboradores que são sempre educados, gentis e preocupados em atender bem. O café da manhã é um dos melhores da rede hoteleira no Brasil, senão o melhor. Fico sempre em Porto Alegre e Campo Grande. Preço é honesto pelo que agrega de valor"
nov. de 2022,4,Hotel muito bom,"De forma geral gostei muito do hotel. O quarto é espaçoso, a cama é confortável e o chuveiro é bom. O café da manhã é bem variado. O room service é rápido e os pratos são muito bem servidos (até demais). A localização não é boa se vc quiser um hotel para sair a pé para fazer as coisas, mas se estiver de carro ou disposto a usar Uber/táxi, td certo pq ele não fica muito longe de Moinhos de Vento ou do parque do Guaíba, por exemplo. Fica ao lado do aeroporto."
nov. de 2022,5,Excelente opção próxima do aeroporto,"O hotel é excelente em todos os aspectos: conforto, tamanho dos quartos e das camas, opção de transfer gratuito para o aeroporto, atenção e educação dos funcionários, café da manhã super delicioso e diversificado, etc."
nov. de 2022,5,EXELENTE,"Foi ótima, apenas sentimos falta de alguém vir ate nos e perguntar se precisávamos de ajuda coma as bagagens, e ate oferecer carrinho, também nesta data foi um pouco atípico, pois havia muitos jovens fazendo barulhos e gritos nos corredores."
nov. de 2022,4,Ótimo,"Excelente opção pra ficar em estadia em Poa, perto do aeroporto, perto da rodovia, fácil acesso, conforto, café da manhã excelente, refeições deliciosas e preço justo. Bem servidas. Drinks perfeitos.."
nov. de 2022,5,"Staff muito atenciosos, ótima localização perto do aeroporto","Sempre me sinto em casa com os funcionários do hotel, sempre auxiliando com rapidez e boa vontade em tudo.  Estive umas vezes com hóspedes estrangeiros e efetuaram um pre-check in, facilitando a entrada.  Shuttle 24 horas e rápido in e out aeroporto.  Room service 24 horas, com pratos muito bons."
nov. de 2022,4,"Hotel incrivel, mas corram do frigobar","Estadia ótima, quarto e cama sensacionais. O café da manhã também contém uma variedade incrível de opções, muito bom mesmo!  Meu único ponto negativo é para o frigobar, consumi apenas uma garrafa de 330ml de agua de coco, e para minha surpresa o valor foi R$ 15,00, ou seja, 3x a mais do que o preço normal. um absurdo. Fiquem no hotel mas corram do frigobar."
nov. de 2022,5,Grata surpresa!!!!,"Grata surpresa! Um hotel maravilhoso e sofisticado em uma rodovia, lindo, limpo, os mensageiros da noite deixaram a desejar mas o do dia compensaram e o melhor de tudo foi a grata surpresa do café, simplesmente maravilhoso para todos os gostos e até espumantes, só vi isso em resorts em que fiquei hospedada."
out. de 2022,5,Muito bom!,Tudo extremamente impecável. Desde o atendimento na recepção até o atendimento nos quartos. O café da manhã é excelente e as demais alimentações também. Os funcionários são muito atenciosos e simpáticos.
out. de 2022,5,Excelente,"Sem comentários excelente em todos os quesitos ,manter a qualidade Nota 10  Restaurante recepção funcionários local do evento onde participei .  Estacionamento excelente  Fácil acesso para chegada e saída"
out. de 2022,3,Experiência,"Atendimento bem ruim na recepção, precisamos de um ajuste na reserva que era pra uma família, 2 adultos e 3 crianças, informado antecipadamente e nos colocaram em quartos separados…sem qualquer ajuste e ainda com rispidez,"
out. de 2022,5,Confortável,"Ótimo atendimento, rápido, quarto confortável, café da manhã com muitas variedades e ótima comida no restaurante. Boas salas no centro de convenções. Tem serviço de transfer para o aeroporto, que fica muito próximo."
out. de 2022,5,Excelente custo x benefício,Muito confortável e bonito. Quartos amplos e bem novos. Cama muito confortável e macia.  Café da manhã maravilhoso e muito farto. Adorei e recomendo a negócios e a lazer. Voltarei com certeza em uma outra oportunidade.
out. de 2022,5,Excelente,"Hotel excelente . Café da manhã maravilhoso, banheiro com secador de qualidade,transfer do hotel para o aeroporto e funcionários muito educados. Gostaria de deixar meu agradecimento, em especial, ao funcionário Rafael por sua gentileza e atenção conosco!  Super indico o hotel"
out. de 2022,4,VIVÊNCIA SICREDI MS-TO/BA,"Lugar de energia incrivel, voltarei em breve para curitr mais ainda.  recomento a todos.  O único hotel que vi ter espumante no café da manhã.  Hotel muito bem localizado, perto de tudo em gramado......."
out. de 2022,5,"Conforto, limpeza e atendimento excelentes!","Infelizmente ficamos somente 1 noite no hotel, mas foi uma experiência excelente. Camas confortáveis, roupa de cama, toalhas e amenities de otima qualidade. Cafe da manhã com muita variedade e qualidade, tudo muito gostoso!"
out. de 2022,1,Decepcionante,"Banheiro encardidos, cortinas puídas e rasgadas. Gerente do bar do hotel extremamente desagradável. Atendimento no balcão a desejar, ficamos esperando atendimento enquanto duas recepcionista estavam fofocando."
out. de 2022,5,Excelente hotel!,"Amei tudo em minha hospedagem! As acomodações são excelentes, quarto cheiroso, impecavelmente limpo e bem equipado! O café da manhã estava formidável, cheio de opções pra quem tem algum tipo de restrição alimentar tb! Os atendentes tb foram excelentes! Tudo incrível! Gratidão!"
out. de 2022,3,Lamentável,"Mais uma vez passamos trabalho com os travesseiros, muito firmes e altos, o que nos causou uma noite de sono agitada.  Na hospedagem anterior foi a mesma coisa, solicitamos travesseiros baixos e não fomos atendidos."
out. de 2022,4,esperava mais pelo valor cobrado,"Hotel com precos que não condizem com uma diária tão básica. . Café da manha tambem não tinha nada que justificasse o ""fabuloso"" da propaganda , além de ser longe do centro , deixando oneroso para viagens com uber e taxi. desnecessario cobrar a diaria de estacionamento para hóspedes ."
out. de 2022,5,Opção com ótima localização e conforto,"Ótima suíte com muito espaço, bom restaurante com cardápio variável e atendimento de qualidade.  Localização privilegiada para fazer os passeios, boa estrutura de lazer e um ótimo café da manhã.  Com certeza recomendo."
out. de 2022,5,Altamente recomendável,"O hotel dispõe de boas instalações e é bem localzado para quem viaja de avião. O destaque vai para a qualidade de atendimento, que é impecável em todas as áreas e em todos os níveis dos funcionários. Já há vários anos sempre me hospedo nesse hotel quando passo por Porto Alegre."
out. de 2022,5,Exelente,Extraordinário extraordinário a receptividade a recepção fomos muito bem acolhido na chegada com cafezinho chá excelente a estrutura do hotel nos sequemos impressionado pela qualidade do serviço prestado excelente melhor custo-benefício do Rio grande do Sul
set. de 2022,4,Boa estadia,"Bom hotel. O check-in foi bom. As acomodações são excelentes e limpas. Talvez precise melhorar a conexão ao Wi-fi e a velocidade de transmissão de dados. Não gostei de apesar de ter pago a hospedagem tive que pagar R$ 25,00 reais pelo estacionamento, na área do hotel, do veículo que estava nos transportando."
set. de 2022,5,Impecável!,"Fiz uma viagem curtinha e me hospedei no Deville por conta da reputação com bons reviews. Superou e muito as minhas expectativas. Tudo impecável durante a estadia. Café da manhã divino, quarto maravilhoso, amplo e equipado. Certamente voltarei mais vezes!!"
set. de 2022,2,Péssimo serviço,"Acomodação ruim;  Serviço estacionamento ruim;  Emissão nota fiscal serviço ruim, depois de tres dias ainda não recebi, liguei solicitando e não deram importancia.  Valor alto para o serviço prestado;  Cobrança de taxa de serviço para uso do frigobar;  Marcação indevida do consumo."
set. de 2022,4,Excelente estrutura,"Excelente estrutura, qualidade das acomodações muito boas, limpeza e organização do hotel sem comentários, área externa muito bem harmonizada, porém atendimento pessoal em geral ainda precisa melhorar."
set. de 2022,5,espetacular,"Continue assim. equipe atenciosa, e quartos e banho excelentes. voltaria novamente a este hotel. local espaço e localização otima. estacionamento otimo, e os quartos sao espacosos e chuveiro excelente."
set. de 2022,5,Hotel Deville Prime POA,"Agradeço a todos os colaboradores do hotel, sempre muito gentis e prestativos. Fui muito bem recebido com a família. Acomodações muito boas, serviço de quarto e café da manhã muito bom. Ainda conta com serviço de translado para o aeroporto."
set. de 2022,5,Excelente hotel,"Fiquei apenas uma noite, mas o tratamento e café da manhã impecáveis. Fui a negócios, para conhecer a central de administração do Banco Sicredi. Recomendo a quem está de passagem em turismo ou a negócios."
set. de 2022,5,exelente localização,"Òtima localização atendimento de boa qualidade, café da manha excelente, quartos limpinhos ,cama maravilhosa , bar maravilhoso recomendo e na próxima visita a porto alegre com certeza ficarei ai . Muito bom"
set. de 2022,5,Hotel completo,"Hotel completo, equipe muito atenciosa, fácil check in e fácil check out. Quarto amplo e cama confortável, chuveiro muito bom. Ótimo Wi-Fi, academia muito boa. O café da manhã delicioso e com diversas opções. Próximo do aeroporto. Ótima opção para trabalho ou lazer."
set. de 2022,5,Excelente,"Excelente hotel. Quarto aconchegante, funcionários super atenciosos, delicioso café da manhã. Não vale a pena pedir comida no quarto, não é tão boa e cara. Fora isso hotel atende muito bem a todos os requisitos.  Restaurante do lobby e principal são ótimos.  Bem próximo ao aeroporto, transfer de volta que o hotel oferece é super rápido."
set. de 2022,5,Excelente hotel.,"Ótima estrutura, quartos amplos, bom culinária.  Fica próximo ao metro. Para ir na Expointer, facilita muito.  O café da manhã bem variado, frutas frescas, sucos variados, local amplo e agradável para tomas o cafe."
set. de 2022,5,ótima,"Otimo local e atendimento, Profissionais capacitados e atenciosos. Quartos limpos diariamente. Ambiente silencioso. Bar e restaurante com otimo atendimento e qualidade da comida. Acho que o estacionamento poderia ser gratuito, visto o custo da diária."
set. de 2022,5,Nota 9,"Detalhe do quarto, cofre nao estava funcionando…..avaliação precisa ter no mínimo 200 carácteres? Nós paramos com nosso tempo e ainda exige ? Hotel ótimo…tipo de pesquisa ruim… faz as pessoas desistirem de escrever pois se exige demais !! Para reflexão queremos e gostamos de contribuir…mas…. Há de ser mais rápido, há alternativas bem objetivas. Isto é uma crítica ao tipo de pesquisa."
ago. de 2022,5,Otimo Quarto,"Otimo infrastrutura, e otimo quarta, o jantar é muito bom, e o café da manha estava bem completo, com pratos quentes, frios, frutas, pães e sobremesa. Ambiente bem aconchegante e atedimento muito bom da recepção."
ago. de 2022,3,Esperava mais…,Fazia tempo que queria conhecer o hotel! Está ‘perto’ de minha cidade e fui com minha esposa para curtir aniversário de casamento! Paguei relativamente ‘caro’ e o serviço não é a altura! A limpeza dos lençóis estava comprometido e havia problemas no banheiro! A comida entregue no quarto era semi pronta e baixa qualidade!  Realmente deixou muito a desejar!
ago. de 2022,4,UM BOM HOTEL EM PORTO ALEGRE,Um bom hotel próximo ao aeroporto de POA.  Localizado próximo à BR.  Um bom café da manhã.  O pessoal da recepção muito educado e solícito.  Quarto agradável.  Check in e check out rápidos.  Uma boa opção para viagens de negócios.
ago. de 2022,4,Agradável,"Hotel agradável, boas instalações e quarto. Restaurante muito bom, mas o valor é um pouco salgado. Quarto confortável, café da manhã excepcional. Já estivemos no inverno e no verão, sentimos falta de uma piscina interna aquecida. Estacionamento pago a parte da diária do hotel."
ago. de 2022,5,Excelente Hotel,"Minha experiência foi por acaso, por atraso do voo, perdi a conexão em Porto Alegre e fui levada para o Hotel, para minha surpresa a estadia foi muito satisfatória, acima da expectativa. Excelente atendimento, quartos muito bons e ótimo restaurante."
ago. de 2022,5,Incrível,"Hospedagem maravilhosa, melhor hotel em que ja fiquei. Quarto muito confortavel , extremamente limpo, cama enorme e deliciosa kkkk. E sem palavras para o café da manhã, tudo muito bem feito e caprichado, com muita variedade."
ago. de 2022,5,Experiência Agradável,"Recomendo a estadia. O hotel oferece diversas funcionalidades que agregam bem estar. Foi a nossa segunda vez no hotel, e ele nunca decepciona a quem deseja uma boa noite de sono. Localização próxima ao aeroporto."
ago. de 2022,4,Tudo bom,"Ficamos apenas uma noite.  Mas tudo perfeito.  Quarto amplo, assim como banheiro.  Excelente café da manhã, com muitas opções, pessoal atencioso.  Bom atendimento  Estacionamento no local, pago a parte."
ago. de 2022,3,"Confortável para descansar, decepcionante para comer","As acomodações são boas. Porém, o cardápio do restaurante é do século passado. Um hotel como esse, sem opções decentes de refeições para veganos, mostra que é desatualizado, pouco cosmopolita, despreparado para receber pessoas com outras culturas."
ago. de 2022,5,Ótimo atendimento,"Adorei o atendimento e conforto. Voltaria a me hospedar. Próximo ao aeroporto, com opções de restaurantes próximo. Checkin e checkout feitos com rapidez. Recepcionistas educados e prestativos. O café da manhã tem muita variedade, mas não me encantou. Recomendo!"
ago. de 2022,3,Passeio em família,"Colchão estava horrível, afundado!!! Sem conforto algum. Quarto estava com os ralos entupido inclusive da banheira a qual não foi possível usar!!! Esquecemos um item no quarto na cômoda abaixo da Tv liguei no msm dia para avisar e separar e eu retirar na próxima estadia, não fui atendido somente me informaram q eu receberia um e-mail o qual até o momento não recebi, fazem anos que fico no Deville e gosto muito do atendimento mas desta vez foi um desastre realmente."
ago. de 2022,4,Gostamos,"Gostamos da rede, sempre nos hospedamos. Só reclamei do almoço onde pedi filé e recebi uma carne dura com um tempero extremamente desagradável, como se fosse tempero feito com produto de limpeza. De resto tudo muito bom acomodações atendimento e localização"
ago. de 2022,5,HSM Sicredi,Fiquei 3 dias no hotel para um curso da empresa com a HSM. As refeições e o atendimento foram perfeitos. O único problema foi com o Box do quarto que estragou o puxador e a água saia para todo o banheiro apesar de eu manter fechado
ago. de 2022,3,Péssimo Atendimento para se dizer 5 estrelas,"Me hospedei no Deville Pime POA em 09/08, e na chegada ao Hotel o segurança da guarita não deixou que eu estacionasse o carro em frente a porta do hotel, pelo fato de o Ônibus do time Grêmio estar estacionado la. Como o estacionamento estava lotado, tive que estacionar no portão de entrada do hotel ( muito longe ) e andar sozinha, de guarda chuva e mala ate a porta do hotel, sem que ninguém viesse me auxiliar. PESSIMO  Não bastasse isso, cobraram taxa de serviço no cupom fiscal emitido das ''AGUAS'' que eu consumi no frigobar. Cobraram taxas de serviço da hospedagem e do cupom do Restaurante - jantar. Ou seja, cobram taxas de serviço ate do próprio FRIGOBRAR do quarto. Na hora do chekin questionei o atendente sobre a diferença da taxa da reserva X a cobrada e o mesmo me confirmou que a diferença se referia a impostos, e não comentou nada de que a diferença se referia a ''taxa de serviço'' de quase R$50,00. Solicitei cobrança no debito e o atendente passou no credito. Ou seja, cometeram diversos erros desde minha chegada ate minha saída!"
ago. de 2022,5,Pessoal de eventos e A&B arrasaram!,"Pessoal de eventos e A&B arrasaram! Serviço impecável!  Ana, Carla e Alberto foram maravilhosos! Munique e Bruno incríveis! Foram muito atenciosos e prestativos com todo o nosso evento e nossa equipe. Só houve uma pequena falha com o transfer do aeroporto, pois duas pessoas ficaram quase 40 minutos aguardando no aeroporto mas foi resolvido rapidamente pela Lais, que também foi muito atenciosa. Parabens pela estrutura das salas e pelo pessoal. (ps.: a panqueca com chocolate é a melhor que já comi!!!)"
ago. de 2022,5,Hotel excelente,Hotel excelente. Quartos muito confortáveis e espaçosos. Tudo sempre muito limpo. Chuveiro incrível. Cama muito gostosa. Todos os atendimentos prestados por parte da equipe do hotel foram excelentes!!
ago. de 2022,5,ótimo hotel,"Hotel muito bom, ótimo chuveiro , quartos amplos e camas confortáveis, Buffet com várias opções, o hotel fica à 3 min do aeroporto, certamente quando estiver na cidade me hospedarei novamente nesse hotel"
ago. de 2022,4,Estadia no Deville POA,Muito bom hotel e a equipe é muito preparada. O almoço estava muito bom e o serviço do Bar foi impecável. Fomos atendidos no bar pela eficiente e simpática Juanita. A limpeza do hotel e do apartamento é visível. O fitness center é bem equipado e organizado.
ago. de 2022,5,Recomendo,"Excelente hotel, atendimento excelente e limpeza impecável. Para quem vai a trabalho possui uma ótima conexão de internet o que facilita a vida e permite resolver qualquer coisa do hotel, ambiente climatizado em ótima temperatura e o café da manhã é repleto de opções sendo todas deliciosas."
ago. de 2022,1,O pior hotel que já me hospedei em Porto Alegre,"Hotel velho e mal conservado. Recepção sem as informações corretas a respeito dos quartos. No check in reclamei do estado de conservação do quarto e fui informado que eram todos iguais. No check out ao reclamar com a gerente fui informado que havia quartos reformados. Isolamento acústico ruim entre os quartos . Limpeza precária das áreas comuns (elevador e carpetes dos corredores). Hotel não corresponde ao padrão 5 estrelas, conforme indicado por sites de reservas."
ago. de 2022,1,Decepção total. Não vale o preço.,"Hotel de baixo custo-benefício. Muito caro para o conforto que oferece. Quartos necessitando reforma, soltando o revestimento de madeira da cabeceira, ralo do banheiro enferrujado, forro inferior da cama soltando. Travesseiros pequenos e baixos. O secador de cabelo de modelo super antigo, fraco. Isolamento acústico interno ruim. Dormimos super mal com barulhos vindos do quarto de cima e do corredor. Elevador com piso manchado, assim como os carpetes dos corredores. Não correspondeu em nada às nossas expectativas, dada a nota da maioria das avaliações. Decepção total."
ago. de 2022,5,Maravilhoso,"Tudo impecável, bom entendimento, ótima comida, acomodações incríveis e super espaçosas (só n tem varanda que é uma desvantagem), bom serviço de quarto, não é um hotel barulhento então você dorme muito bem! e melhor ainda, pra quem gosta de ir a igreja, tem uma embaixo do hotel. Super recomendo"
ago. de 2022,5,Serviço do bar,"Hospedagem perfeita, comida ótima.  Única coisa a reclamar é o serviço do bar do hotel, uma única colaboradora (garçonete) para atender todos clientes. Serviço muito demorado.    A garçonete é ótima, não é culpa dela."
ago. de 2022,5,Formidável,"Hotel excelente, com disponibilidade de transporte 24h para o aeroporto, atendimento diferenciado, café da manhã excepcional, instalações novas, amplas e confortáveis. Quarto muito espaçoso com roupas de cama e banho de qualidade e cama muito confortável."
ago. de 2022,5,Melhor hotel da região,"Ótimo atendimento, café da manhã maravilhoso, quarto super aconchegante e limpo. Alimentação ótima e valores acessíveis. Academia nova , ambientes limpos e organização total. Atendimento muito bom  Super recomendo"
ago. de 2022,4,Viagem em Julho de 2022.,"Houve um atraso de 02 horas no check-in, o que ocasionou alguns problemas pois tínhamos compromisso marcado, levando em consideração o horário de entrada no hotel às 14h. No entanto, apesar desse problema, o quarto é aconchegante, café da manhã atende às expectativas e localização é boa."
ago. de 2022,5,Excelente hospedagem!,"Excelente hotel, com um café da manhã muito bom e diversificado. O estacionamento é seguro. A localização é ótima, por estar próximo do aeroporto e da entrada da cidade. Equipe muito atenciosa e prestativa."
ago. de 2022,5,hospedagem Deville,Excelente tudo no atendimento na estrutura . Perfeita . As equipes percebe-se dinamismo vitalidade no atendimento ao cliente . Café da manhã delicioso e tudo com muito sabor. Os ambientes muito bem harmonizados.
jul. de 2022,5,Sensacional!,"Maravilhosa, atendimento maravilhoso desde o início ao checkout! Quartos limpos e funcionários muito educados. Ambiente muito instagramavel, inclusive tenho 40k no Instagram, vou em uma próxima para fazer um ensaio e divulgar o hotel!"
jul. de 2022,5,Hotel que eu recomendaria.,"Hotel com excelente estrutura, alimentação saudável e de ótima qualidade. Estacionamento apesar de aberto seguro. Pessoal educado e bem apresentado, ambiente ótimo. Eu recomendaria esse hotel. Obrigado Equipe Devile."
jul. de 2022,5,Excelente hotel,"Atendimento excelente, com funcionários super educados. O quarto é muito espaçoso e o banho muito bom. Café da manhã super variado e saboroso. Localização ótima pra quem chega de avião e o hotel oferece transfer gratuito até o aeroporto."
jul. de 2022,5,EXCELENTE!,"Fiquei encantada com o hotel, tudo muito limpo e organizado e o atendimento foi ótimo, em todas as areas comuns do hotel. Com certeza retornarei caso visite Porto Alegre novamente! Os quartos são amplos e arejados, o atendimento no quarto é rápido!"
