Data da opinião,Nota,Título,Conteúdo
2 de dez.,5,EXCEPCIONAL!! Surpresa agradabilíssima!,"Primeiro o atendimento e excelente. Atenção, disponibilidade, cordialidade e eficiência de toda a equipe é excelente! As instalações e ambientes muito agradáveis e de muito bom gosto. Tivemos bastante contato com todos, a atenção de toda a equipe e mesmo do Gerente de Experiencias, Anderson Herold, sempre pronto para atender e ajudar! Muito cordial e atencioso. Enfim, foi realmente um prazer ter escolhido o Valle Dincanto para nosso dias em Gramado. Elogios tb às experiencias que tivemos no hotel: jantar, bar, degustação oferecida e a noite da pizza!"
2 de dez.,5,Até hoje a melhor viagem nossa juntos.,"Serei breve na avaliação.  Um lugar com colaboradores que fazem tudo ser ainda mais incrível. Queremos voltar, e assim que tivermos oportunidade, voltaremos NESTE MESMO HOTEL.  Todo o serviço oferecido é impecável, a limpeza, a atenção dos funcionários, o café da manhã, o bistro, e tudo mais, tornaram nossa viagem inesquecível!  Muito obrigado Valle din canto, vocês são demais!  Mas a verdade é uma…. Apenas quem for, verá.  Aqui alguns dos colaboradores que fizeram dessa viagem mais especial: Vilson (foto abaixo), Suzana, Bruna, Gabriel, Ricardo, Denise, Jonathan, Gisele, Roberto, Anderson e Clodoaldo, Feda e outros mais que vimos de relance."
1 de dez.,5,Tratamento VIP no Valle D’Incanto,"Hotel maravilhoso, todos os funcionárias de uma gentileza ímpar, não sabem o que fazem para agradar. Nos sentimos bem a vontade no hotel e bastante mimados por todos. A equipe do hotel está de parabéns!!! O café da manhã e o lanche da tarde de cortesia são simplesmente fantásticos! Eles fazem quase tudo na cozinha do hotel, mantendo assim a qualidade do alimento e tudo sempre bem fresquinho e artesanal, simplesmente delicioso. Já é a segunda vez que nos hospedamos no hotel e voltaremos com certeza. Super recomendo!!"
nov. de 2022,5,Hotel que parece a casa da gente,"Esse Hotel tem nosso coração, um atendimento impecavel desde a marcação da reserva ate a hora de ir embora com uma agua e um chocolate para a viagem.  O melhor cafe da manha que ja experimentei em hoteis sem contar o piano no fundo para dar aquela relaxada maravilhosa.  Ja estou com saudades e contando os minutos para a proxima vez."
nov. de 2022,5,Um hotel surreal que realiza teus sonhos!,"Gramado é uma cidade impactante, com muitas fantasias a serem desvendadas.    Ao passar pelo pórtico de Gramado o coração chega a acelerar de emoção!    Eu e minha esposa tivemos o prazer de realizar uma viagem romântica para Gramado em comemoração aos nossos 10 anos de matrimônio, no qual a hospedagem inicial era próximo ao centro de Gramado.    O local da hospedagem inicialmente era bacana porém tivemos uma terrível experiência quando nosso quarto fora violado pela proprietária.    Até então foram 3 diárias passeando pela cidade de Gramado e Canela, sendo uma aventura na parte da manhã e uma desventura ao chegar no quarto.    Foi a gota d’água, fizemos a reclamação junto ao Booking e no mesmo dia rodamos a cidade de Gramado em busca de um novo hotel.    Porém todos os hotéis conhecidos estavam lotados e sem vaga para hospedagem imediata!    No dia seguinte, na parte da manhã, para não perdermos o roteiro do dia, arriscamos deixar para procurar hotéis na parte da noite…    Por incrível que pareça, ao chegar no Museu Medieval, em um dia ensolarado, encontramos fechado com uma placa de luto, pois a esposa do proprietário havia falecido.    O local era uma rua sem saída, com três hotéis diferenciados localizando-se ao redor do museu medieval.    Minha esposa observou uma entrada italiana linda com uma fonte e achou que se tratava de algum restaurante e paramos para observar a beleza do local.    Um senhor com trajes italianos estava passando no local e ao observar a nossa presença prontamente, de forma amigável e calorosa, disse se chamar Clodoaldo e que ali era um hotel chamado Valle D’incanto.    Quando então agradecemos e pensamos em dar meia volta, o Clodoaldo faz o convite para apresentar o hotel.    Explicamos para Clodoaldo o que aconteceu nos últimos três dias, da péssima experiência que tivemos, informando que estávamos procurando vaga em vários hotéis e sem sucessos.    Clodoaldo sorriu, ofereceu um café italiano, olhou fixamente para a tela do computador e informou que tinha um quarto disponível para os nossos dias, passando os valores da diária.    Antes que eu pudesse dizer alguma coisa, Clodoaldo observou que tudo não tinha sido planejado entao com calma informou que nós poderíamos voltar mais a noite, passando o contato dele para caso tivéssemos de retornar.    Antes de saírmos, Clodoaldo nos levou para conhecer o quarto do hotel e as demais dependências de recreação oferecidas.    No quarto, Clodoaldo gentilmente entregou um mimo, sendo dois pares de pantufas.    Ao despedirmos, ganhamos mais um mimo, uma sacola delicada com água.    Eu e minha esposa saímos encantados com a recepção calorosa e caprichada do hotel!    Mais tarde, a noite, retornamos ao hotel Valle D’incanto, procurando pelo Clodoaldo que já tinha ido embora, porém a mesma recepção calorosa regada com espumantes, abraços e risos sobrevoaram sobre nós!    Explicamos novamente a situação e para nossa sorte o Anderson tinha acompanhado a conversa que Clodoaldo teve conosco pela manhã!    O atendente Nicolas olhou para o computador e de repente disse que não tinha mais aquele quarto oferecido pelo Clodoaldo…    Minha garganta secou mesmo tomando espumante… será que teríamos de dormir no carro?    Anderson conversa com Nicolas e conseguem um quarto disponível conforme nossas necessidades, ou seja, conseguiríamos nos hospedar no hotel!    Para nos acalmar, a equipe do hotel levou nossos pertences para o nosso quarto e o Anderson informou para depois descermos para relaxar em frente a lareira com direito a marshmallow.    Quando entramos no quarto, tinha um mimo em cima da cama e um cardápio de travesseiros, que era espetacular, pois o hotel oferece diversos tipos de travesseiros para que o hóspede possa desfrutar de uma boa noite de sono!!!!    O chão do banheiro possui um sistema de aquecimento, ou seja, você nunca terá aquele choque térmico ao pisar no chão, além do aquecimento geral dentro do quarto.    A acústica é perfeita, ouvindo somente o canto dos pássaros ao amanhecer.    Toda noite, em cima da cama, tinha um mimo deixado pela camareira e um bilhete informando quem arrumou o quarto e a temperatura da noite.    No café da manhã, mais magia apareceu, o atendente Moacir e Suzana nos abraçou apresentando um ótimo bom dia e nos levando para conhecer o local do café da manhã.    Nosso primeiro café da manhã aconteceu de forma espetacular pois o céu estava azul, em que pese a temperatura estar variando entre 15 para 18 graus.    Gente, mais mimo, o Moacir apresentou um cardápio de mimos em que a cozinha prepara alguns pratos diferenciados para seus hóspedes sem nenhum custo adicional!    Pessoal, tinha até um saxofonista e um pianista abrindo a manhã com música italiana.    Além das maravilhas do café da manhã, também tinha espumante para àqueles que já querem esquentar o corpo já de dia.    Moacir chegou próximo da nossa mesa e informou que gostaria de mostrar depois o apiário do hotel de abelhas sem ferrões, gente, espetacular! Eu e minha esposa tivemos o prazer de beber mel de canudinho direto da colméia!    Depois vieram mais mimos, o Moacir deu uma aula de como fazer chimarrão, seja de “bagual” ou “gourmet”, sendo que ao final em um toque de brincadeira o hóspede recebe um certificado de especialista em chimarrão!!!!!    Olha, o hotel é mágico e seus funcionários são especialistas em fazer você se sentir em casa!!!    MERECE, foi a resposta que Matheus um dos atendentes respondeu a nós e a todos os hóspedes que estavam felizes!    Gente, para vocês terem ideia, conversando com Matheus, perguntei se o hotel tinha algum violão para que pudesse tocar um pouco na frente da lareira para minha esposa, momento que ele disse “MERECE” e informou que iria dar um jeito de realizar minha vontade!    Eu disse que não precisava, já que o hotel não tinha, mas Matheus riu e disse que a alegria do hotel é fazer com que o hóspede se sinta na casa de seus melhores amigos.    Eu e minha esposa nos sentamos em frente a lareira para conversar e gente, DO NADA, Matheus chega carregando um violão profissional e dizendo “MERECE”, divirta-se!    Eu perguntei ao Matheus como conseguiu o instrumento tão rápido e ele informou que o violão era do músico contratado pelo hotel.    Fiquei maravilhado com a gentileza desse hotel mágico!    Pessoal, a magia não termina por aqui, pois tivemos a experiência de jantar no restaurante do hotel, comendo um menu fora do comum!    Eu pedi um medalhão banhado em queijo e minha esposa pediu um capelete, porém… podem acreditar, parece comida comum mas a chef soube fazer com tanto amor que ao tocar na língua o sabor explodia de emoção dentro da boca!    Também desfrutamos da piscina e da sauna seca, tudo muito organizado e limpo, sendo uma experiência fantástica!    A todo momento todos os atendentes do hotel sempre perguntava se estávamos bem, se precisávamos de algo, realmente um hotel espetacular!    Um dia antes de irmos embora, precisei trabalhar com notebook no deck do hotel, perguntei se tinha como conseguirem uma extensão para carregar o celular e o computador, e claro, de forma encantadora trouxeram uma extensão!!!!    Agora, ao final desse conto mágico, vem a surpresa encantadora!!!!    No último dia, desfrutamos do café da manhã e do chá da tarde e quando finalmente partimos entregaram um último mimo, uma sacola com água e chocolate para o casal, enfim, um hotel mágico!    Posso falar com muita certeza que esse hotel, Valle D’incanto é o melhor hotel do mundo.    Tenha certeza de que a sua experiência será algo fora do comum!    Escrevo este conto com o coração apertado pois já estou com saudades de toda a equipe e do próprio hotel!!!!"
nov. de 2022,5,"Recomendamos, nota 10!","Recomendamos! Café da manhã excelente, funcionários muito bem treinados , ambientes perfumados, agradáveis e aconchegantes.    Cama confortável, com lençóis macios!  Perfeito  Com muitos mimos...  Com chá da tarde gostoso!  Restaurante cim bons pratos."
nov. de 2022,5,Melhor hotel e experiência,"Ficamos hospedados por alguns dias no Hotel. Foi simplesmente perfeito! Ao chegar fomos recebidos com espumante enquanto fazíamos o check in. O quarto era impecável, teto, banheira, cama, tudo impecável. E ainda recebemos uma garrafa de espumante com morangos para deixar tudo mais romantico. O atendimento do hotel é de outro mundo. Um diferencial para nós foi o café da manhã, muito completo e agradável e a piscina que era reservada para o casal. Foi como reviver nossa lua de mel. Nota MIL!"
nov. de 2022,5,Melhor experiência em um hotel,"Uma cordialidade de outro mundo, pessoas muito gentis, um espetáculo de comunicação.  Fomos super bem tratados, nunca fui tão bem tratado como neste hotel. Excelente  Banheira perfeita.  Piscina aconchegante.  Café da manhã e Chá da tarde com certeza o melhor da cidade, amamos a experiência.  Tudo que pedíamos no quarto em Menos de 5min já chegava para nós"
nov. de 2022,5,Simplesmente perfeito!,"Hotel maravilhoso, todo o staff muito atencioso, mimam os hospedes o tempo todo! Café da manhã magnífico, chá da tarde imperdível! O hotel é lindíssimo!! Acomodações confortáveis, uso privativo da piscina térmica e SPA, enfim, uma experiência perfeita do início ao final!"
nov. de 2022,5,VOCÊ PRECISA VIVER ESSA EXPERIÊNCIA!,"Recepção impecável! Ficamos impressionadas com o charme, nível de detalhes, harmonia e exclusividade desse lugar! A paz que traz é indescritível. Você desfrutará de vivências gastronômicas irresistíveis que se estendem do café da manhã até a hora que você vai dormir, com um delicioso chá de boa noite.  Do check-in ao check-out foi surpreendente tamanha dedicação e atenção, a gente percebe nitidamente o amor ao próximo estampado no olhar de quem está por lá, é de inspirar. Um pedacinho da Toscana com toque Gramadense de se apaixonar. Já queremos voltar…"
nov. de 2022,5,IMPECÁVEL! SUPRASSUMO DA EXCELÊNCIA NO ATENDIMENTO!!! PERFEIÇÃO…!!! Não cogitem outro hotel em Gramado-RS.,"Simplesmente IMPECÁVEL em TODOS os aspectos imagináveis e inimagináveis que um hotel pode ter. A experiência é inesquecível, desde a chegada, a recepção pelas pessoas, a apresentação do hotel que é MARAVILHOSO, e durante a estadia conseguem surpreender os hóspedes com a riqueza de detalhes, cuidado e capricho. Os colaboradores são um show a parte, seria indelicado da nossa parte citar algum deles, porque TODOS, absolutamente TODOS são impecáveis na excelência do atendimento, é o suprassumo do bom atendimento, realmente não existem palavras para descrever. Esse café da manhã é um absurdo da culinária, coma qualquer coisa, peça qualquer coisa e se surpreenda… fora a educação dessas pessoas ao nos servir, é acima da média mundial. Obs: Quando for servido e agradecer… provavelmente irá escutar: “Merece!”… esse “merece” ficou marcado! Devo merecer mesmo! Kkkkkkk"
nov. de 2022,5,Encante-se,"Muito além da beleza, bom gosto e qualidade da construção e da decoração do Hotel, está a qualidade dos serviços e a simpatia e dedicação dos funcionários. Tudo impecável!  Impressionante como todos eles a todo momento estão preocupados com o bem estar e satisfação dos hóspedes.  Quero fazer uma menção especial ao Sr Anderson por sua competência, simpatia e dedicação. Além de todo acompanhamento de nossa estadia ele e toda a equipe nos proporcionaram surpresas e delicadezas muitíssimo especiais durante nossa estadia. A atenção da equipe, os pratos deliciosos do Bistrô, as mãos de fadas das profissionais do Spa, as dicas sobre a cidade, os deliciosos cafés da manhã (e da tarde!!), os mimos (e foram muitos!!!) entre outras experiências, superaram muito nossas expectativas!  Não deixe também de participar da noite da pizza napolitana com o chef premiado Igor Cândido e um lindo show de música italiana!  Valle D’Incanto é um nome muito apropriado para esse hotel que, muito além da estadia, proporciona experiências que encantam os hóspedes!  Agradecemos à toda equipe do Hotel e gostaria de citar todos pelo nome mas fica aqui a lembrança de alguns que representaram muito bem toda a equipe: Anderson, Moacir, Wilson, Jonathan, D.Cleusa (confeiteira dos Deuses),Bruna, Suzana e todos os demais que, com muita competência e carinho, nos proporcionaram - sem dúvida - a melhor experiência em serviços de hotéis.  Além de tudo, é um orgulho ter esse hotel com esse nível de serviço no nosso Brasil.  Com certeza voltaremos!"
nov. de 2022,5,Hotel maravilhoso,O atendimento e cordialidade de todos os funcionários é impecável. O hotel é muito charmoso e tudo muito bem organizado nos detalhes. As refeições feitas no hotel foram deliciosas. Super recomendo ! Fiquei totalmente satisfeito.
nov. de 2022,5,"A melhor experiência de hospedagem que já tivemos, foi tudo perfeito","O hotel é incrível, muito lindo e o ponto alto são os colaboradores, que são educados, prestativos, carismáticas e acolhedores. Cuidam de todos os detalhes para termos a experiência mais perfeita em gramado. Não dá para descrever a sensação , tudo neste hotel vira uma experiência, nos sentimos em casa, mas ao mesmo tempo em um castelo, nos sentimos muito queridos e especiais; tamanho é o cuidado de todos, que somos tratados por nosso nome.  O café da manhã é perfeito e parece que estamos em uma cafeteria, os quartos são lindos, e tudo muito limpinho e organizado e a todo momentos somos surpreendidos com uma nova gentileza. Nossas expectativas foram superadas, sem dúvidas !    A toda equipe do hotel e em especial, Clodoaldo, Moacir , Gabriel, Jonathan, Thomás E Denise, nosso muito obrigada queridos, parabéns por tanto empenho e dedicação em desempenhar o papel de vocês, sem dúvidas vocês são o que torna o hotel tão especial ! Grande abraço, Brenda e Érick"
nov. de 2022,5,Gramado com Incanto,"A atenção e o carinho que os hóspedes recebem é realmente gratificante...Tudo perfeito maravilhosa minha experiência. O local é muito bem pensado e lindo...parece um hotel da Toscana, mas os funcionários são o diferencial do Valle d incanto..."
nov. de 2022,5,Sensacional,"Tratamento excepcional e personalizado. Uma equipe muito bem treinada, simpática e atenciosa a todo momento. Nossa estadia foi acima das expectativas.  Destaques especiais ao Sr Anderson que nos recebeu e apresentou todas as áreas do hotel. No restaurante vale destacar o atendimento do Moacir, Jhonatan, Suzana e o capricho das delícias feitas pela cheff Cleusa."
nov. de 2022,5,Excepcional !!,"Sem dúvidas a MELHOR experiência que já tivemos! Atendimento sem igual! Profissionais altamente capacitados e gentis para tornar a nossa estadia única.  Nossa vontade era de não ir mais embora!  O nome faz jus ao local e à experiência.  Do começo ao fim, fomos encantados pelos mínimos detalhes e nos cuidados.  Café da manhã e chá da tarde impecáveis!  Não vemos a hora de retornar!"
nov. de 2022,5,Melhor atendimento da vida !,"Melhor atendimento que já tivemos na vida! Atenção e gentilezas da hora que entramos até a hora que partimos.  O hotel é incrível, o melhor café da manhã do mundo também, spa incrível! Zero defeitos!!  Uma experiência única! Muito especial."
nov. de 2022,5,Avaliação super positiva do hotel,"Bom dia, não tenho o hábito de fazer muitas avaliações aqui no aplicativo, porém o atendimento que o pessoal prática nesse hotel e toda a estrutura que ele oferece, me sinto no dever de relatar que a experiência é sensacional, vale muito apena viver essa experiência, cama maravilhosa, academia legal, piscina muito boa, hotel muito bonito, queria deixar um elogio em especial pro Alex que nos atendeu todos os dias no café da manhã que por sinal tem uma qualidade acima da média dos outros hotéis é muito bom, Alex é um cara super educado, que nos tratava com muito carinho e educação, super solícito, assim como todos do hotel, eu e minha família só temos relatos positivo para está viagem pra lá de bacana."
nov. de 2022,5,Hotel maravilhoso!,"Nos hospedamos no hotel do dia 05 ao dia 12 de novembro de 2022. Simplesmente um hotel dos sonhos. Fomos tratados como rei e rainha no momento em que chegamos. Todos os funcionários absurdamente simpáticos, prestativos, amigos, conselheiros, maravilhosos. Todos, não teve um para falar nada negativo! Que o hotel nunca perca a essência que tem hoje, que nunca perca a sua alma, vocês fizeram toda a diferença na nossa viagem e em nossas vidas. Vai ser difícil outro hotel superar, fora o café da manhã e o chá da tarde, um espetáculo. Comemos muito e muito bem. A piscina é mais uma parte daquele paraíso todo, uma paz, uma energia, aquele barulho de queda d'água, nossa como aproveitamos a piscina. E o melhor, você marca um horário e fica somente com quem você quer, por uma hora! Obrigada Hotel Valle D'Incanto por tudo, levaremos cada pedacinho do hotel e cada funcionário no nosso coração!"
nov. de 2022,5,Maravilhosa,"Excelente!  Superou nossa expectativa, todos super solícitos e muito educados. Sempre tentando fazer com que nossa estadia fosse especial e completa.  Nota 10 para todos os serviços.  Com certeza vamos retornar."
nov. de 2022,5,Fantástico!,"Instalações confortáveis, funcionários atenciosos. Viajamos em família e atendeu nossas necessidades.  Hotel muito romântico e perfeito para casais que curtem tranquilidade, boa música e momentos memoráveis."
nov. de 2022,5,Lua de mel perfeita,"Incrível, a melhor experiência que já tivemos em hotel.  Atendimento surreal, tudo impecável.  Estamos saindo encantados, e loucos para voltar.  Indicamos muito mesmo.  Ambiente lindo, romântico, comida excepcional.  Tudo perfeito."
nov. de 2022,5,Lua de mel,"Hotel maravilhoso com acomodações muito confortáveis, funcionários atenciosos e muito prestativos, sempre buscando te deixar a vontade. Café da manhã delicios e um chá da tarde excepcional. Ótimo hotel para uma viagem romântica"
nov. de 2022,5,um dos melhores hotéis da vida!!!,"Foi uma excelente surpresa. Que equipe eficaz, cordial e maravilhosa!  Que ambiente lindo e acolhedor, tudo foi como deveria ser em todos os hotéis!  Lá você esquece da vida, dos problemas e só quer ficar no hotel...  O quarto é amplo, tudo muito limpo, serviço de camareira é nota 1000, assim como todos os outros.  Dificilmente você terá uma experiência de café da manhã mais completa do que a deles!  A localização para nós foi ótima, super perto do centro de gramado e fica já no início do caminho para canela, o que para nós foi perfeito! Não queremos mais pensar em outra opção uma vez em Canela/Gramado.  É daquele tipo de hotel que você sofre na hora de ir embora e ele torna a experiência da viagem uma coisa inesquecível.  Estivemos em casal nos primeiros dias de novembro, comemorando o aniversário do meu marido, a delicadeza deles em fazer surpresinhas e mimos no café da manhã foi ainda mais carinhoso do que tudo que já estávamos recebendo.    Bom é isso, só de escrever aqui essa revisão já me sinto lá de novo e a vontade voltar é imensa!"
nov. de 2022,5,Hotel maravilhoso!!!,"Passamos dias inesquecíveis no Hotel Valle D'Incanto. O tratamento deles é diferenciado, sempre dispostos a oferecer o melhor para seus hóspedes. Toda equipe cuida com carinho de cada detalhe. Tudo pensado em surpreender sempre o hóspede. Em especial o Sr. Moreira e Gisele que nos fizeram sentir em casa em todos os nossos cafés da manhã. Anderson da recepção que nos mimou bastante. As camareiras que cuidaram com tanto carinho de cada detalhe. Eles com certeza nos fizeram sentir especiais!!! Com certeza voltaremos."
nov. de 2022,5,Melhor experiência de hotel que já tivemos!,Simplesmente a melhor experiência de hotel que já tivemos!  Desde a chegada até a hora de partir todos da equipe foram incríveis.  Todos os locais do hotel são lindos e o atendimento é impecável! A sensação é que não estamos em um hotel e sim em casa!  Parabéns a todos!
nov. de 2022,5,UM ENCANTO DE LUGAR!!!,"O nome equivale a experiência! Muito encantador! O hotel é lindo, a estrutura é instalações são ótimas, mas o ponto forte deles é sem dúvida o atendimento!! A atenção nos detalhes é incrível!! Todos chamam você pelo nome! Em tudo vc se sente cuidado e especial! Todos os dias uma pequena surpresa, uma forma de tocar os corações! Eles entregam infinitamente mais do que prometem! Foi uma experiência MARAVILHOSA!!! Não dá vontade de ir embora, uma verdadeira aula de hospitalidade!!! Parabéns vocês são incrivelmente diferenciados!!! obrigada por tanto carinho e cuidado conosco!"
nov. de 2022,5,Uma das melhores experiências da vida!,"O hotel em si já é um charme e a equipe faz ele parecer ainda mais deslumbrante. Eu nunca havia experimentado um atendimento tão atencioso, educado e acolhedor. Os detalhes que eles oferecem para a hospedagem ser magnífica merecem não serem escritos aqui para que a surpresa positiva encante ainda mais a visita de quem está lendo as avaliações. Invista sem medo nesse hotel, você nunca mais vai esquecer! Parabéns Anderson e equipe! Vocês ficarão marcados em nossas vidas! Obrigado por tudo!"
nov. de 2022,5,Um hotel de requinte nos mínimos detalhes onde o hóspede se sente em casa e extremamente bem atendido.,"Excepcional !!! Estadia única em todos os detalhes. Sem dúvida o melhor hotel para casal. Atendimento muito acima de qualquer expectativa, toda equipe do hotel nos recebe de forma impecável desde o início ao fim. Somos atendidos pelo nome, recebemos mimos todos os dias. Café da manhã e chá da tarde deliciosos e fartos. Tudo de extremo bom gosto e requinte."
nov. de 2022,5,Espetacular!!!!,Sem dúvida o melhor hotel que já me hospedei até hoje!  Não tenho palavras para descrever nossa experiência.  Nos sentimos acolhidos como se estivéssemos com nossa família.  Muito agradecida ao Hotel Valle D’incanto por tudo!!!  Cada um de vcs faz total diferença.  Até breve!  🙏🏻
nov. de 2022,5,Atendimento diferenciado,"O ponto alto do hotel, sem sombra de dúvidas, é o atendimento diferenciado. A impressão que tivemos é que todos amam o que fazem. Desde a nossa chegada fomos tratados com muito carinho e atenção por toda a equipe. O hotel tem um aconchego que nem parece ser um hotel. O serviço de quarto é maravilhoso, é extremamente tudo muito limpo e organizado. Todas as vezes que a cama é arrumada ou o quarto é limpo, eles deixam um chocolate em cima da cama. As áreas comuns são muito bonitas e aconchegantes, como a temperatura estava amena e com chuva, a lareira estava sempre acesa. O café da manhã é o melhor café da manhã de hotel que já provamos, não dá pra listar o que mais gostamos de comer, mas o presunto parma e os pães não teve um dia em que não comemos, as frutas sempre maduras e gostosas, mais uma vez, o pessoal sempre muito atencioso para nos servirem. Além do que há no buffet, há um cardápio com sanduíches, omeletes, waffle, etc que são feitos na hora, tudo muito bom! A academia do hotel é super equipada, tudo limpo e organizado. Com certeza voltaremos em outra ocasião!"
out. de 2022,5,Experiência MARAVILHOSA,"O melhor hotel que já fiquei nas viagens feitas pelo Brasil.  O atendimento é impecável, desde o vallet do carro, recepção, funcionários, limpeza.  O quarto que ficamos tem um espaço bem ok, mas para nós estava excelente e já esperávamos que fosse um pouco pequeno.  O café da manhã é memorável, com infinitas opções, todas muito gostosas, o café da tarde também, muito bom.  O único detalhe, foi que achamos um valor muito alto para o jantar ( que quando fomos era pizza ), e os valores dos vinhos da carta de vinhos também.  O restante, realmente vale muito a pena e voltaríamos com toda certeza ao hotel."
out. de 2022,5,Palavras não expressam a experiência!,"Como sempre, o hotel Valle D’incanto e os seus colaboradores conseguem proporcionar algo inimaginável em termos de experiência de vida e o sinônimo do que é felicidade. Todos os detalhes foram pensados para tornar a estadia extremamente confortável e fazer com que os hóspedes sintam-se em casa. Tudo de uma forma leve e natural, fator pelo qual faz com que a sensação seja de que os conhecemos a vida inteira. Um adendo especial ao Anderson e Moacir, uma vez serem seres humanos inigualáveis e agradáveis, além dos demais, é claro. O Hotel proporciona um café da manhã e chá da tarde perfeitos e muito completos, seja pelo que a mesa oferece, seja pelos pedidos que podem ser feitos a parte. Com certeza sempre iremos nos hospedar neste hotel, pois é difícil querer conhecer outros quando você já conhece o melhor! Todas as palavras escritas aqui não descrevem a experiência, a sensação apenas será, de fato, sentida, quando o cliente conhece o hotel. Recomendamos de olhos fechados, sem medo de errar.  Um abraço a toda equipe Valle D’incanto!  Lígia e João"
out. de 2022,5,Um dos melhores,"Todo o atendimento é excelente. Funcionários extremamente simpáticos e hotel completíssimo. Opções para todos os gostos nos cafés, piscina fechada ótima, quarto incrível. Experiência única em Gramado e região."
out. de 2022,5,A melhor experiencia de gramado,"Passamos 2 dias após nosso casamento e fomos recebidos com muito cuidado, atencao e hospitalidade. O Hotel por si só é uma experiencia. A cordialidade dos funcionários é exemplar e a gastronomia é impecável. Foi tão bom que optamos por jantar os dois dias no hotel, mesmo gramado tendo diversas opcoes excelentes."
out. de 2022,5,Hospedagem excepcional,"Foram 4 dias perfeitos, desde a recepção ao check out.    Toda equipe (recepção, limpeza, café) foram todos maravilhosos.    O hotel se destaca em vários fatores, cordialidade, receptividade, limpeza, organização).    Comemoramos uma data especial e fomos acariciados por alguns mimos.    Agradecemos pelo serviços oferecidos e até breve."
out. de 2022,5,Hotel valle d’incanto é perfeito. Tudo de extrema qualidade e a melhor acomodação para se ficar em gramado.,"Recepção e o atendimento é simplesmente impecável. O café da manhã excepcional, ambiente extremamente romântico e aconchegante, todos os cantos do hotel são surpreendentes, o quarto perfeito, tudo maravilhoso!"
