Data da opinião,Nota,Título,Conteúdo
ago. de 2022,5,ótimo custo beneficio,"hotel limpo e confortável, atendimento muito bom, quarto excelente café da manhã farto e completo, bem localizado perto de restaurantes e shoppings, uma experiência muito boa, com certeza iremos voltar. ótimo custo beneficio."
ago. de 2022,3,Razoável para bom,"Fui hospedado por duas vezes, excelente apartamento, ótimo café da manhã, ótima localização, preço compatível com o que se oferece, preços justos no restaurante, porém se alguém pedir algo para comer tomem cuidado, o atendimento do restaurante é complicado a direção deve reavaliar. Vou registar minha reclamação porquê quero voltar outras vezes, troquem de fornecedor do miolo de alcatra é extremamente dura. No mais quem precisar de um bom hotel, super recomendo."
ago. de 2022,4,Vale a pena,"Hotel é muito muito limpo, confortável e organizado, mas tive problemas no check in (com trocas de quarto e cartão). As funcionárias resolveram o problema, mas fizeram cara feia. Talvez seria interessante mais funcionários na recepção.."
ago. de 2022,4,"ótima acomodações, bom chuveiro e otimo café da manhã","o hotel comfort tem uma boa locação, ótimo atendimento dos colaboradores , acomodações boas tbm , chuveiro ótimo, frigobar bem abastecido. ambiente limpo e organizado. local sem barulhos. recomendo esta estadia"
ago. de 2022,3,"Bom,porém...","Quarto amplo, super comfortavel, cama enorme, café da manha ok. Ficamos somente 1 noite, e o que nos decepcionou foi a quantidade de cabelo que tinha no chão, como a parte do banheiro o piso é branco, dava para ve los, depois disso nao conseguia mais andar sem chinelos de tanto nojo que ficamos, tive que sair tirando todos eles com papel higienico. Tirando esse ocorrido, tudo ok!"
ago. de 2022,5,Excelente escolha custo beneficio,"O hotel é muito bem localizado na cidade, próximo ao shopping Muller e cheio de opções nos arredores como padarias, farmácias, restaurantes etc. A equipe do hotel foi muito cordial, atendimento excelente. Quarto tudo ok, tudo funcionando, limpo e organizado. Café da manhã bom, tudo muito fresquinho. Estacionamento grátis!"
ago. de 2022,4,Tudo joia,Renata da recepção muito educada e prestativa! E a gerente (acredito ser) tb resolveu meu pedido de forma supimpa. grato  Único inconveniente é um pouco de barulho externo no quarto.  Tudo certo! bom custo benefício! Voltarei!  Café da manhã sem problemas!
ago. de 2022,4,Bom custo benefício,"Hotel com ótima localização, bem perto do centro, quarto grande e limpo. Café da manhã bem servido, com boas opções. Chuveiro bom. Ficamos apenas uma diária , mas foi uma boa estadia. Voltaríamos a nós hospedar."
ago. de 2022,5,Escolha certa.,"Tudo que se precisa para uma ótima estadia, cama, chuveiro, limpeza, ambiente e café da manhã perfeito, sem contar com acolhida. Ótima opção para Joinville, recomendo a todos o Hotel Confort. Parabéns as pessoas e ao atendimento."
ago. de 2022,4,Perto de Tudo!,"É com certa frequência que me hospedo no Comfort Joinville à negócios e, só tenho a parabenizar pelo excelente atendimento, um ótimo café da manhã e com certeza, apartamentos sempre confortáveis e limpos!"
ago. de 2022,5,Excelente opção no centro de Joinville,"Quarto bem equipado, limpo e espaçoso, cama confortável e grande. Banheiro limpo, chuveiro excelente. Recepção ampla e funcionários extremamente educados, atenciosos e eficientes. Ótima localização, próximo a shopping e na área central da cidade. Estacionamento amplo e seguro."
ago. de 2022,4,Excelente opção em Joinville,"Primeira vez que me hospedei no Comfort Hotel Joinville. Gostei bastante, o hotel é bem localizado e está bem conservado. Os quartos são amplos e os funcionários simpáticos e prestativos. Jantei no hotel e o buffet estava bom, o que não é muito normal em muitos hoteis. Certamente voltarei."
ago. de 2022,5,excelente hotel,"Gostamos muito do hotel, excelente localização, limpeza impecável, ótimo atendimento, café da manhã perfeito, próximo a shopping, a restaurantes muito bons, adorei!!! se voltar a Joinville, certeza que ficarei lá."
ago. de 2022,4,Muito Bom,"Confortável, limpo e bem localizado.  Próximo aos principais restaurantes da cidade.  Equipe muito prestativa e simpática.  Amplo estacionamento.  Possui serviço de quarto e o café da manhã é padrão de hotel."
ago. de 2022,4,Discanso,"Hotel bem localizado, prático, confortável, e, aceita acomodar meu Pet Élvis Jr.  Estava retornando de uma viagem a Gramado RS, com destino a Santo André, e, precisávamos de um local seguro, e, confortável para dormir, e, renovar as energias.  O ponto negativo, foi a cortina do ap 214 mofada ou suja não sei precisar."
ago. de 2022,5,"Como sempre, estadia muito adequada e confortavel","Recomendo pela atenção, presteza, limpeza e organização.  Equipe de atendimento extremamente gentil a atenta para as diversas situações.  Localização privilegiada e com facilidade extrema de acesso, saída e estacionamento"
ago. de 2022,4,"Sempre uma boa escolha, mas...","Há muito tempo me hospedo neste hotel, quando visito Joinville.  É minha escolha certa, salvo quando não possui disponibilidade de quartos.  Tem uma ótima localização, estacionamento bom (costumo ir de carro), quartos confortáveis, café da manhã básico, mas bem preparado, e preço honesto.  Porém, na minha ultima estadia (2/agosto) tive alguns problemas (quarto 813).  1) De manhã não havia água quente pra tomar banho. Apesar de me informarem que a água voltaria em 20 minutos, mesmo 40 minutos depois não voltou. Não podia mais esperar, pois tinha compromisso.  2) A TV precisa de manutenção. Emite um zumbido, quando ligada. Menos mal que pouco assisti.  3) O piso na entrada do banheiro parece querer ""descolar"".  Tirando a questão da água fria, nada que seja grave. Mas acredito serem ""sinais"" de que o hotel deve investir um pouco mais na manutenção.  De toda forma, recomendo sempre este o hotel e continuarei me hospedando nele quando em Joinville."
jul. de 2022,4,Hotel bom e honesto,"Boas instalações, cama, chuveiro, o quarto em geral é muito bom. A comida não me agradou muito, comi um hamburger (R$ 35,00) e pelo valor achei fraquissimo, a carne parecia carne industrializada, fininha e acompanhou meia duzia de batatas fritas, não chegou a cobrir o fundo do prato em que já estava o hamburger, meia duzia de unidades não foi força de expressão, achei ruim o custo beneficio da parte de alimentação, mas o hotel em si é muito bom."
jul. de 2022,5,Excelente Hotel,"Serviço excelente. Atendimento 5 estrelas. Quarto amplo, café da manhã fastástico. Hotel muito bem cuidado. Localização perfeita. Vale muito a pena. Parabéns aos colaboradores do Hotel. Muito obrigado!"
jul. de 2022,5,Excelente serviço e localização,Quarto limpos e arrumados.  Pedi para trocar de quarto pois havia uma lâmpada queimada e fui prontamente atendido e ainda com a observação que poderia retornar ao mesmo após manutenção.  O café da manhã é muito completo e rico em opções saudáveis.  A localização facilita muito a mobilidade na cidade.
jul. de 2022,4,Viagem a trabalho,"Ótimo café da manhã, iniciando as 6h, ótimo para quem precisa sair cedo.  Boa localização, cama agradável , quarto muito bem limpo e os colaboradores são muito atenciosos.  Estacionamento de fácil acesso e gratuito"
jul. de 2022,1,"Late check out com pagamento de meia diária até as 15h e diária total até as 18h, nenhum hotel funciona assim.","Late check out abusivo e  Diferença de tarifa abusivo para sair de cama de solteiro para cama de casal.  Já fiquei em diversos hotéis da rede porém este diferencia muito dos demais de maneira negativa.  Quarós com isolamento acústico ruim, muito ruído do hotel por mais baixo que seja se escuta."
jul. de 2022,4,Acústica comprometida!,"Hotel bem localizado, bom café da manhã, porém a acústica é horrível! No terceiro andar tinham várias crianças que gritavam e pareciam estar dentro do nosso quarto! Muito barulho! Funcionários foram muito gentis! O estacionamento é gratuito e muito bom!"
jul. de 2022,5,Hospedagem de 2 diarias,"Ótimo custo beneficio, café da manhã muito bom, localização excelente, quarto organizado e limpo, recomendo!! estacionamento seguro e amplo porem descoberto, próximo de restaurantes e centro da cidade e do Shopping Miller"
jul. de 2022,5,Localização e Estrutura!,"Gostei muito da localização, bem próximo de bares e restaurantes, shopping e com fácil acesso ao centro. O hotel tem uma ótima estrutura: quarto amplo e confortável, café da manhã super ok. Para quem vai de carro, o estacionamento é ótimo. Muitas vagas disponíveis."
jul. de 2022,5,Excelente,"Ótimo atendimento, tudo muito limpo e organizado, estacionamento amplo e bem iluminado, café da manhã delicioso, quarto bem equipado e orientações claras e de fácil acesso! Recomendo muito a estadia!!"
jul. de 2022,3,"ESTRUTURA OK, MAS ATENDIMENTO PÉSSIMO","1 - Atendimento péssimo! coloquei a plaquinha de não perturbe na porta, pois tinha deixado algumas coisas de valor expostas, quando cheguei o quarto estava arrumado, ou seja, entraram mesmo quando pedi para que ninguém entrasse…    2 - Funcionário do restaurante, Daniel, extremamente mal educado, liguei pra recepção e pedi pra transferir pro restaurante, perguntei quais eram os pratos que saiam mais rápido, ele mandou olhar o cardápio, ok… engoli essa, pergunto então qual o ramal direto do restaurante e ele respondeu “se o senhor que ligou não sabe, como vou saber?” disse que não entendi e ele respondeu dizendo que não sabe o ramal que ele atende, mandou perguntar na recepção… completamente despreparado pra atender hóspedes e grosseiro…    3 - TV arcaica, não tem acesso a NETFLIX e a nenhum outro streaming…. apenas uma TV a cabo que só tem liberado canais aberto e globo News… passei 10 dias entediado nesse quarto…    4 - meu voo seria as 22:00, perguntei se poderia estender minha diária um pouco pra não passar tanto tempo esperando no aeroporto, disseram que eu poderia sair às 13, me deram 1 hora! acabei saindo as 17 e pagando por uma diária completa!"
jun. de 2022,4,Boa localização e ótimo estacionamento,"Hotel com fácil acesso, bom estacionamento, quartos amplos, boa limpeza e atendimento rápido e cortes na recepção.  O hotel fica próximo do Shopping Mueller (Dá para ir a pé) numa região segura e com várias opções de restaurantes nas proximidades."
jun. de 2022,5,Superatendimento,"Hospedagem muito boa e recepção excelente, hotel bem localizado … varias opções para fazer a pé no entorno do hotel . Elogios ao atendente Lucas que fez a troca do quarto das crianças espontaneamente. Muito obrigado pela atenção"
jun. de 2022,4,Escala de viagem bem gostosa,"Hotel bem confortável e limpo, atendentes prestativos, café da manhã muito bom, com várias opções de frutas e pães. Localização excelente, perto de restaurantes. Estacionamento seguro no local. Gostei muito."
jun. de 2022,5,Estadia curta,"Hotel agradável para estadia curta na cidade. Café da manhã bom e estacionamento descoberto, mas de fácil acesso. Atendimento rápido no check-in e no check-out; camareiras conversam alto no corredor no fim da manhã. Recomendo para viagens rápidas ou a negócios."
jun. de 2022,5,Em trânsito,"Excelente hospedagem. Atendimento profissional e cortês . Quartos e corredores limpos. Um café da manhã bem variado, com reposição constante em um ambiente muito iluminado e limpo. Estacionamento no local, descoberto mas dentro da propriedade. Área demarcada para estacionamento de veículos com portadores de necessidades especiais e idosos bem proximo da entrada principal. Frigobar abastecido e cesta de doces e salgados disponível para compra nos apartamentos."
jun. de 2022,5,Hospedagem em junho,"O hotel é muito bem localizado, os quartos são bem espaçosos e arejados. Um café da manhã muito bom. Utilizei o serviço do restaurante no jantar e fui bem servida. Um grande diferencial é poder contar com o estacionamento dentro do próprio terreno do hotel, sem nenhum custo adicional. É um hotel que me hospedarei novamente quando estiver em Joinville."
jun. de 2022,5,HOTEL EXCELENTE MAS FUNCIONÁRIOS DESORGANIZADOS,"Fiquei hospedado dois dias, hotel limpo, ótimo localização, funcionários educados, estacionamento ok, café da manhã ok, tudo perfeito, Preço competitivo. EU estava no quarto passou o funcionário bateu na porta e disse se precisava completar o frigobar, disse que não tinha usado, ok, passou meia hora, passou outro funcionário, e disse se precisava completar o frigobar.  De manhã fui pagar o jantar -/+ 60,00 reais do dia anterior, para dar saída do hotel, a funcionária disse não precisa pagar além do jantar vc tem crédito de 37,00 reais , cobraram a diária a mais, então disse ok, então me devolva paguei em dinheiro, então a funcionária disse, não posso vc quer ficar com o crédito, como não sei o dia que voltarei , então disse a funcionária, então coloque do lado para doação. Aí subi para pegar as malas estou dentro do apto, escovando os dentes, aparece a faxineira abre a porta e leva um susto estava ainda no apto e avisei na recepção que ia tomar café e subir para escovar dentes, para depois sair do hotel. Acho que falta organização."
jun. de 2022,5,Ótima estadia,"Funcionários cordiais, quarto limpo, organizado. Café da manhã excelente. Oferecem jantar e petiscos. Mesmo chegando ao hotel próximo ao horário de encerrar o atendimento da cozinha, prepararam meu jantar com capricho. Possui serviço de room serviço."
jun. de 2022,4,Gosta de me hospedar no hotel devido a sua localização.,"Muito fácil conexão na internet e velocidade muito boa. Na minha avaliação o quarto é possui pouca iluminação. Como minha viagem foi a trabalho e a reserva foi realizada pela agência da empresa, a cama não era de casal e sim 2 camas de solteiro, fiquei um pouco desapontado com esse fato. Entretanto não fui até a recepção para verificar a possibilidade da troca do quarto, pois a minha estadia ser de apenas 2 noites."
mai. de 2022,5,Excelente custo-benefício,"Café da manhã delicioso, quarto limpíssimo, organizado, bem equipado, com café e chá de cortesia, excelente atendimento da recepção, cama muito confortável, acomodação silenciosa e convidativa ao sono, chuveiro ótimo."
mai. de 2022,5,Boa opção de hospedagem no centro da cidade.,"Boa opção de hospedagem no centro da cidade, hotel bem equipado, dispõe de tv a cabo, amplo estacionamento, restaurante para café da manhã e jantar, frigobar abastecido, garrafa para aquecimento de água, cama confortável, chuveiro bom, boa localização e custo benefício."
mai. de 2022,5,Confortável e aconchegante,"Quarto bem amplo, cama confortável e grande, ambiente bem higienizado, um excelente café da manha, valor da diária de acordo com o que oferece.  Funcionários prestativos.  Boa localização, perto de bons restaurantes e Boa garagem"
mai. de 2022,5,Hospedagem à trabalho,"Tudo muito limpo e organizado, colaboradores da recepção nota 1000.  Local para o café da manhã muito organizado, café da manhã com ótimas opções.    Quarto limpo, senti falta apenas de mais iluminação no quarto, precisei trabalhar no quarto e senti um pouco escuro."
mai. de 2022,5,Atendimento e Espaço físico,"Atendimento excelente das funcionárias Alícia e Ana.  Espaço da habitação é excelente, amplo e bem dividido.  Ótima localização, muito perto de bons restaurantes e bares  Boa garagem. Epaço para muitos veículos  Nota 10. Não precisa mais do que isso !"
abr. de 2022,4,Bom,"Hotel muito bom próximo do centro com diversas opções de restaurantes, doceiras e shopping próximo. A estrutura do hotel e muito boa, quartos espaçosos e os recepcionistas são bem atenciosos. Só não gostamos que ficamos 3 dias e não houve limpeza do quarto."
abr. de 2022,5,Estadia breve,"Otimo hotel, com localização de fácil de acesso e estacionamento próprio.  Instalações otimas! Roupa de cama e banho novas e perfeitas.  Room service atendeu corretamente!  Indico e voltaria, apesar de termos uma breve estadia ."
abr. de 2022,5,Melhor custo benefício de Joinville,"Hotel muito bem localizado, próximo ao batalhão onde as pessoas fazem caminhada, do shopping Mueller e vista gastronômica, bom atendimento dos funcionários, café da manhã completo, quarto limpo, espaçoso e confortável. Ótimo custo benefício. Hotel que mais recomendo em Joinville."
abr. de 2022,5,Participar da Interplast 2022,Ótimo hotel para estadia curta ou onga. Atendimento cordial e atencioso.  Quartos espaçosos e bem planejados.    Ótima ideia em ter o ferro e tábua de passar roupas no quarto.    Senti falta de algumas prateleiras ou gaveteiro para organizar as roupas em estadias mais longas.    Pequeno detalhe é no banheiro que a porta do box não fecha direito e água vaza durante o banho e molha a toalha de chão. Tinha um vazamento do andar acima que também molhava o chão.  Nos hotéis em geral nesses tempos de pandemia deveria ter alguns acessórios para higienizar os sapatos e um local para pendurar máscaras e blusas.
abr. de 2022,5,Hotel Confort Joinville,"Nota 10,Hotel confortável,muito limpo,ótimo café da manhã e recepcionistas muito educados  Ótima localização próximo a shoppings centers  Sempre que estou na região faço a opção por este hotel,super recomendo"
abr. de 2022,5,Hotel excelente localização,"Hotel super confortável, muito limpo e com todos os itens em funcionamento!  Café da manhã delicioso!  Localização excelente com muitas facilidade próximas!  Estacionamento amplo para qualquer veículo!  Recepção com profissionais atenciosos e educados!  Recomendo"
mar. de 2022,5,HOTEL OTIMO,Muito bom e confortavel para familia foi eu minha esposa e meu filho todos ficau bem acomodados recomendo a todos este hotel ....contem estacionamento ar condicionado e cafe da manha .....banheiro mto limpinho e camas limpas
mar. de 2022,5,Sensacional,"Recepção foi excelente, restaurante impecável. Gostei muito !!!Academia tambem disponível. Qunado cheguei havia um brinde, uma necessaire. Precisei de um ferro de passar rouopa e fui prontamente atendido. Muito bom o hotel"
mar. de 2022,5,Avaliação da estadia,"Muito bem localizado, só posso do shopping Muller, excelente atendimento, estacionamento gratuido...  Quartos limpas e com cobertores cheirosos...  Excelente café da manhã com muitas opções de frutas, comidas e etc...."
mar. de 2022,5,Excelente,"Excelente estadia em joinville proximo de tudo, otimos quartos, cama, limpeza, internet, estacionamento gratuito aos hospedes, atendimento muito cuidadoso, cafe da manha muito gostoso tambem. Perto de restaurantes e shopping da cidade, é possivel chegar a pé."
mar. de 2022,5,"Gostamos muito do Hotel. Valeu a pena a hospedarem. Cama confortável, a localização e boa.","Gostamos muito da hospedagem. Cama grande e confortável, estacionamento para muitos carros, boa localização. Café da manhã bom, o quarto que ficamos era bem silencioso. Pessoal da recepção foram muito atenciosos e simpáticos. Gostamos muito bom."
mar. de 2022,5,Trabalho e depois laser,"Perfeito! Pessoas super amáveis, serviço de praia, muito familia, acomodações espaçosas, confortáveis é muito limpas, mais importante pé na areia, com um café da manhã bem caseiro, volto muitas vezes. Espero ter ajudado na sua escolha"
mar. de 2022,5,Reencontro,"Tudo perfeito! O hotel fica muito bem localizado. O quarto é muito limpo, cama excelente. Chuveiro bom. Ar condicionado funcionando perfeitamente.  Os funcionários são muito atenciosos e educados.  Café da manhã delicioso.  Recomendo"
mar. de 2022,4,Muito bom,"Hotel bem localizado, limpo e os quaros são bons.  A limpesa e o atendimento também agradam.  O café da manha é bom, e tem um grande estacionamento.  Os dispenser de álcool gel, do Lob e de pelo menos 1 dos elevadores estavam vazios."
mar. de 2022,5,Custo benefício!!,"Hotel confortável, de fácil acesso, boa localização, silencioso e bom custo benefício.  Limpeza adequada, excelente café da manhã e espaçoso estacionamento.  Acesso internet muito bom e de fácil configuração."
mar. de 2022,4,Custo benefício!,"Bom custo benefício! Confortável, bem localizado e com ótimo café da manhã. O isolamento acústico no quarto não é muito bom. A TV estava um pouco ruim, fazendo um barulho, mas aposto que teriam trocado o meu quarto se eu tivesse pedido. Atendimento bem cordial!"
fev. de 2022,5,Estadia muito agradável.,Adorei o hotel e o staff. A ducha é maravilhosa. Me deram muita atenção. Sou celíaca e arrumaram itens sem glúten. Localização perfeita e é bem silencioso. Há dias coisas que podem melhorar: o colchão que é mole. Gosto de colchão firme e colocar mais recepcionistas. Tem horas que enche demais e dá fila. E achei o preço bem razoável.
fev. de 2022,4,Ótima estadia.,"Hotel confortável, bom ambiente, excelente limpeza e organização, localização estratégica, café da manha bom. Como dica sugiro apenas melhorar a luz emitida pelo sistema detector ante fumaça dentro do quarto que incomoda um pouco."
fev. de 2022,5,Bom atendimento e boas instalações,"Pessoal prestativo e bem treinados, boa garagem para quem esta viajando e fácil acesso das estradas.  Camas novas, bom ar condicionado e banheiros limpos e confortáveis.  Pretendo utilizar o hotel novamente em breve."
fev. de 2022,5,Excelente,"Quartos amplos e limpos. Tudo funcionando perfeitamente. Localização ótima, atendimento excelente. Ótimo café da manhã. Precisávamos de uma cama extra para minha filha de 3 anos e 9 meses, e prontamente instalaram a cama e foram muito atenciosos em tudo."
fev. de 2022,5,Hotel entrega um ótimo custo benefício,"SE vc comprar o hotel com antecedência vai pagar uma ótima tarifa e receber a experiência de hotel muito bem localizado. No centro perto da via gastronômica. Bom estacionamento e incluso na diária. Bem conservado. O café da manhã embora enxuto entrega muito mais sabor que muito café ""grande"" bons frios, tudo fresco, grãos, sucos, iogurte, bolos, chapara para mistos, e opções de quentes como ovos mexidos, calabresinha etc... Muito bom mes, pessoal da reposição atencioso e eficiente. Os quartos tb são ótimos, ferro de passar, tv a cabo lcd, ar, lpia do lavado a parte o que da mobilidade a um casal... Bom gostamos de tudo. Um produto enxuto, barato e muito bem entregue como se espera que seja um turística superior."
fev. de 2022,5,Excelente Hospedagem,"Hotel excelente, conta com ambientes muito limpos e higienizados,acomodações confortaveis, bom atendimento, café da manhã com bastante variedades, estacionamento não coberto e gratuito, localização proxima ao shopping, em geral é um excelente hotel."
fev. de 2022,5,Superou minhas expectativas! Fiquei impressionada com a qualidade do atendimento da equipe do hotel.,"Atendimento nota 10, agilidade, presteza, cordialidade, foi assim que fui recebida no hotel Confort, por toda a equipe!  Atendimento personalizado e humanizado! Faz toda diferença! Super indico.  Melhor custo x beneficio de Joinville."
