Data da opinião,Nota,Título,Conteúdo
23 de dez.,5,Super atendimento,O atendimento do garçom Éverton foi excelente muito antesioso rapaz esperto inteligente gostei muito do atendimento dele a área da piscina é incrível cerveja gelada porções maravilhosa em uma boa localização o hotel
22 de dez.,5,Muito bom,Gostei dos quartos ambiente limpo piscina gostosa bar super legal e quero agradecer a equipe de recreação que foi muito animada inclusive o tio sapato que me recebeu com um sorriso no rosto e foi muito simpático com a minha família Obrigado continue assim
22 de dez.,5,Atendimento garçom da picina,O garçom da picina Everton tem um ótimo atendimento gostei muito fui bem atendida por ele picina maravilhosa lanches maravilhosa adorei tudo oque estou passando aqui nesses dias ficarei até natal obrigado ao hotel carima
22 de dez.,5,o atendimento do garcon Everton,o atendimento do garcon da piscina Everton foi muito excelente gostei muito do atendimento dele rapaz antesioso rapaz esforçado café da manhã excelente área da piscina e espetacular os atendimento dos rapazes muito bom
22 de dez.,5,Área da piscina,"Gostaria de elogiar o Éverton, funcionário da piscina, que me atendeu muito gentilmente! Foi muito educado e prestativo! Estou só esperando a água de coco que acabou hoje, mas ele me garantiu que amanhã vai ter!!! Obrigada!"
21 de dez.,5,Excelência no quesito atendimento,"Excelente atendimento em todos os setores do resort. Na área da piscina fomos muito bem atendidos pelo garçom Everton, muito atencioso e solicito, além de ser muito caprichoso nos drinks elaborados!!!"
21 de dez.,5,Excelente atendimento e educação,"Excelente atendimento do garçom Everton, educação mil, drinks bem elaborados, e super alto astral! Deveria ser promovido a cargo máximo de atenção ao cliente! É raro encontrar um atendimento tão bom!!"
21 de dez.,5,Excelente atendimento,"Atendimento excelente do garçom Éverton na área da piscina, café da manhã excelente, muitas variedades e de excelente qualidade, ótimos aposentos, hotel com estrutura perfeita, sem reclamações , pretendo voltar novamente!"
21 de dez.,4,Boa opcao em Foz,"Os apartamentos muito bons, optamos por meia pensao foi tiro certo, o jantar excelente especialmente pelo atendimento da Eliane. No ultimo dia da estadia eu achei o hotel excessivamente cheio, especialmente na area das piscinas, porem a equipe por milagre conseguiu manter o serviço. Tambem falta area de sombra nas piscinas. A localizacao é muito boa, pertinho das Cataratas e da fronteira com a Argentina."
19 de dez.,5,Esaquel - Moço Maravilhoso !,"A gente ficou no Grand Carimã e queríamos distinguir o excelente serviço do Esaquel. O atendimento dele foi maravilhoso, sempre muito atencioso, sempre sendo muito gentil ele nos fez sentir à vontade."
18 de dez.,5,"Atendimento hotel resort Gran carima,impecável,sensacional, passamos dias maravilhosos aqui. Até breve","Resort maravilhoso,cerveja gelada,atendimento excelente,quartos aconchegantes,foi tudo nota 10. O rapaz da manutenção/limpeza (Luiz) muito atencioso e prestativo, assim como o garçom do restaurante (Clóvis) com atendimento impecável."
18 de dez.,5,Ótimo atendimento,Atendimento muito bom do Garçom Éverton da piscina. Cerveja e drinks bem gelados.piscina maravilhosa café da manhã ecelente após a reforma o hotel ficou maravilhoso as porcoes são maravilhosas muito obrigado a todos
18 de dez.,5,Um ótimo atendimento,O Garcon da piscina Everton tem um ótimo atendimento rapaz bem prestativo gostei muito da estrutura do hotel pretendo voltar logo para o hotel vim com minha família e está tudo maravilhoso parabéns para o hotel carima
18 de dez.,5,Bom atendimenti,"Atencioso e prestativo o atendimento foi otimo nome dele é Everton, cerveja gelada, satisfatório agradável e muito cordial. Agradedemos o atendimento. Eveton Garçon da piscina no hotel grand carima em foz"
18 de dez.,5,Atendimento,"A equipe do Bar e piscina é composta de excelentes profissionais, na qual destaco o atendente Everton, que foi muito solícito e educado. Toda estrutura do resort está de parabéns, assim como, o maravilhoso café da manhã que é bem diversificado."
18 de dez.,5,Atendimento excelente,"O atendimento de todos os funcionários foi excelente,com todos sendo extremamente amigáveis e gente boa,o Everton,garçom da piscina por exemplo,nos atendeu com muito cuidado e atenção e foi muito carismático.O hotel tem uma atmosfera agradavel e a comida é excepcional."
18 de dez.,5,Atendimento ecelente,Atendimento do garcon Everton é muito ecelente picina maravilhoso hotel top valtaremos com cereteza hotel com muita hospitalidade quartos lindos grandes vim com minha familia e estamos amando o atendimento das pessoas
18 de dez.,5,Atendimento muito bom,Atendimento do garcon everton do bar da picina è elecente gostamos muito do Atendimento dele rapaz educado com otma carisma hotel muito lindo grande resorte maravilho com otmos funcionarios amei o hotel
18 de dez.,5,Atendimento nota mil,Everton Garcon da piscina tivemos um ótimos atendimentos nota 1000 para ele piscina gostosa cerveja gelada gostei muito do atendimento dele voltarei com certeza após a reforma o hotel ficou um espetáculo muito.
17 de dez.,5,Excelente atendimento. Meu elogio vai para o Barman Afonso fez um drink lindo e delicioso para a comemoração do meu aniversário,Apartamento confortável. Buffet maravilhoso com muitas variedades de saladas e sobremesas. Excelente atendimento. Meu elogio vai para o Barman Afonso fez um drink lindo e delicioso para a comemoração do meu aniversário de casamento..
17 de dez.,5,Otimo experiência,"Excelente atendimento do garcon Everton no bar da piscina, ótimo café da manhã, ótimo buffet, quartos excelentes, com certeza voltarei ao grande carima resort e a foz do Iguaçu com seus ótimos atendimento"
17 de dez.,5,Acelente atendimento,Acelente atendimento do garçom Éverton da piscina cerveja gelada café da manhã excelente quartos ótimos o hotel muito excelente após a reforma porções muito deliciosas voltarei com certeza a gran carima Risorte
17 de dez.,5,Equipe prestativa e estrutura nova.,Recém reformado e com uma equipe muito prestativa. O café da manhã muito bem servido com ingredientes de boa qualidade. Roberto foi um excelente anfitrião e o Everton fez um ótimo atendimento enquanto aproveitamos a piscina.
17 de dez.,5,Recreação,"Hotel Muito legal!  Quartos legais, vários espaços a piscina muito grande, comida impecável, a quadra muito legal o café da manhã multas coisas gostodas eu gostei principalmente da recreação em especial a tia nana"
16 de dez.,5,Excelente!!,"Hotel passou por reforma, está excelente. Na área da piscina tivemos um excelente atendimento, ágil  e educado, com o Everton.  Excelente para família, recreação para as crianças. Minha filha de 6 anos está adorando a experiência."
16 de dez.,5,Ótimo atendimento,Everton que faz o atendimento na piscina com atendimento excelente! Ficamos 5 dias e o atendimento em todo o hotel foi top!  Comida boa e piscina muito legal!  Recomendo a cervejas sempre gelada na piscina !
16 de dez.,5,Elogio,"atendimento bacana do garçom everton com agilidade e educação. Ambiente agradável, boa comida, check in antecipado, quartos limpos e espaçosos. Gostamos para passear em família e voltaremos em breve. Mto bacana. Parabéns!"
16 de dez.,5,Elogio,"Excelente atendimento do garçom everton com gentileza e atenção. Cuidado com cliente, paciência, boa comida, bebida gelada, check antecipado. Presteza e agilidade. Mto bacana. Parabéns! Espero vontar logo"
15 de dez.,4,Atendimento,"Éverton nos atendeu muito bem todos os dias que permanecemos no hotel, super prestativo e atencioso.  O hotel é muito cheiroso, muito limpo, piscina de temperatura muito boa, colchões bons, bem localizado ( próximo aos shoppings e ao dutyfree argentino ), adoramos nossa escolha."
13 de dez.,5,Excelente atendimento,"EVERTON GARÇON, TEVE EXCELENTE ATENDIMENTO, SEMPRE PRESTATIVO, A PISCINA BOA E COMIDA EXCELENTE. CAFE COM MUITA VARIEDADE, SUCO EXCELENTE. HOTEL BOA LOCALIZAÇÃO PERTO DE TUDO. CERVEJA GELADA. RECEPCAO PESSOAL MUITO EDUCADOS."
13 de dez.,5,Atendimento do hotel,"Atendimento do garçom Everton fomos muito bem atendidos, realizaram pedido nosso que não estava no cardápio e tava tudo muito delicioso, e a área de lazer para criança é perfeita.  Voltaremos com ctz  Grata"
13 de dez.,4,Excelente Resort,"Excelente resort, com amplo estacionamento, muitos quartos, uma alimentação muito especial. O atendimento foi rápido, atenciosos, não deixando nada a desejar. Valeu muito estar aí com vcs. Recomendo."
10 de dez.,5,Hotel Carimã,"Fui atendido pela Cléo da madrugada, nunca fui tão bem atendido em um hotel. Costumanos ver um péssimo atendimento em hotéis, porém, a Cléo mudou totalmente a minha visão, simplesmente espetacular. Amei minha noite aqui."
10 de dez.,5,Perfeito,Ótimo atendimento adoramos e vamos voltar Cleo e muito atenciosa e Evandro do restaurante muito educado adoramos o hotel tudo ótimo obrigado recepção top tudo de bom adoramos obrigado pela essse momento
10 de dez.,5,Vim para comemorar o aniversário da minha mãe.,"Está sendo uma grande experiência, estamos aproveitando o aniversário da minha mãe, pedido de namoro do meu irmão e aproveitando a família. Colaboradores muitos dedicados e simpáticos. Acredito que será muito melhor, estamos aproveitando muito a piscina, o bar, o quarto e tudo mais. A Cléo e Evandro foram muito especiais para essa experiência ser ainda melhor."
10 de dez.,5,Família,"Os atendes são muito educados e prestativos. O ambiente é limpo, e as áreas de lazer são muito limpas. O atendimento desde a recepção, e em todos os setores do hotel. Me recordo dos atendimento da Cléo e do Evandro."
10 de dez.,5,familia,"Evandro cleonir    atendimento ótimo, parabéns pelo funcionários, estão todos de parabéns  foram bem atenciosos e gentis comigo e com minha família, será sempre um prazer voltar no resort com os ótimos funcionários."
10 de dez.,5,Everton da piscina,Tive um ótimo atendimento do Everton na piscina profissional super atencioso e dedicado e as instalações do hotel sem palavras super aconchegante uma experiência inesquecível no hotel super recomendoo
10 de dez.,5,Everton da piscina,Tive um ótimo atendimento na piscina foi bem atendido pelo Everton um ótimo profissional o hotel super aconchegante com ótimas instalações atendimento de profissional de qualidade super recomendo o local
10 de dez.,3,"Hotel bom, mas com alguns problemas de atendimento","O hotel foi renovado e está em bom estado. Comida muito boa. O atendimento, entretanto, deixa a desejar. Tive um problema no banheiro, pedi manutenção. Ficaram de mandar alguém ver. Não deram nenhum retorno. Depois de horas, liguei de novo, disseram que só viriam no dia seguinte."
10 de dez.,5,Ótimo atendimento,"Ótimo atendimento do garçom Everton, piscina água maravilhosa, café da manhã maravilhoso, cerveja do bar geladinha, hotel em ótima localização perto do acessos ao parques, com ótimas atividades de recreação"
10 de dez.,5,Uma experiência única,"O hotel é ótimo! Os quartos são incríveis, o buffet é maravilhoso e os pavões que circulam por lá são de tirar o fôlego com suas penas. Os tios da recriação foram muito carinhosos e acolhedores com minha irmã mais nova, em especial o tio sapato, ele conseguiu divertir e acolher até mesmo os mais velhos, ele é engraçado e divertido mas também é regrado e sério nos momentos certos, eu adorei! Foi uma experiência única e eu pretendo visitar novamente ano que vem!"
9 de dez.,4,"Atendimento excelente no bar , o garçon Alfonso nota 10 . Tudo certo no hotel e com o café da manha completo e de primei","Atendimento excelente no bar , o garçon Alfonso nota 10 . Tudo certo no hotel e com o café da manha completo e de primeira qualidade . Tudo limpo e organizado .  Quartos renovados e novos , inclussive o pessoal de reservas ( Elis ) foi muito atenciosa em resolver um problema de nossa reserva do grupo familiar ."
8 de dez.,5,Eventos pastores,Quero agradecer pelo atendimento dos funcionários Evandro Lilian Amaral do restaurante pelo atendimento excelente e hotel maravilhoso funcionários muitos educados e simpáticos obrigado por tudo hotel carima
8 de dez.,5,Evento de pastores,Evandro restaurante Lilian restaurante Amaral restaurante fico agradecida pelo atendimento e pela hospedagem tudo maravilhosa todos os funcionários são todos atencioso atem agente com muito carinho e educação
8 de dez.,5,Optimo atendimento do garcon everton,Un otmo atendimento do garcon Everton da picina do bar muito rico la caipiriñas hotel muito lindo otmo atendiendo en la picina gostei muncho la picina muy linda quiero volver mas veses a Brasil amei la atencion
8 de dez.,5,Recreação,A equipe responsável recreação do hotel é muito competente. Agradecemos ao Tio Sapato que fez amizade com as crianças e deixara saudades. Obrigada pelos cuidados com os pequenos. Vocês foram incríveis.
8 de dez.,5,Equipe de Recreação,Parabéns pelo atendimento. Destaque para o querido Tio Sapato da equipe de Recreação. Profissional competente que atendeu muito bem nossos filhos durante o evento. As crianças não irão esquecer das brincadeiras e dos cuidados.
8 de dez.,5,Recomendo,"Gostei do o hotel, gostei dos quartos, gostei da comida, gostei dos tios da recreação e dou parabéns ao tio sapato.  A piscina muito boa, com ótima temperatura. Ótima área de lazer, com várias opções para se divertir."
7 de dez.,5,Equipe de Recreação do Hotel,"Excelente atendimento. Recomendo !  Deixo registrado especialmente a equipe de recreação: Sapato, Bil, Pandinha, Pernilongo , Nanah e Bambi que atenderam meus filhos durante um congresso que foi realizado no hotel. Parabéns! Foi realmente incrível. As crianças amaram!"
7 de dez.,5,Recreação,"O hotel é bonito, os quartos aconchegantes a piscina é muito gostosa  A recreação é a melhor parte os tios são muitos anteciosos e legais  O tio big tia pandinha tio pernilongo tio sapato e especial a tia nanah muito educada e querida"
7 de dez.,5,Recreação tia Nanah,"O hotel é muito legal, tem muitas brincadeiras, o café da manhã é uma delícia  O parquinho legal  Todos os tios são legais tio big tia Pandinha tio sapato tio pernilongo tia bambi  A tia que eu mais gostei foi a tia Nanah"
4 de dez.,5,Atendimento,"Ótimo atendimento do garçom Everton. Muito atencioso e Educado sempre disponível para o atendimento. Bar, piscina e comida muito boa, cerveja geladinha. Os quartos limpos e cheirosos. Recomendo 100%…."
4 de dez.,5,Atendimento Everton Excelente,"Atendimento excelente, perfeito, atencioso. Ótimo funcionário, sempre à disposição.  Piscina perfeita, música, serviços...  Disponibilidade de taças, geladeira, gelo..  Cerveja gelada.  Lugar agradável..."
3 de dez.,5,O Everton do bar,"O Everton do bar da piscina o atendimento dele foi nota mil meu misto quente estava maravilhoso,o hotel é maravilhoso,o bar da piscina é muito aconchegante,e nota mil para o a atendimento agradeço o atendimento do Everton"
3 de dez.,5,Atendimento do Éverton muito bom !!,"Gostei muito do atendimento do Everton da piscina, ambiente agradável, música ao vivo, bons drinks, amei o resort como um todo, boas acomodações, hotel bem localizado, cardápio bem selecionado e a comida muito boa"
3 de dez.,5,Atendimento do Everton é 10,O Everton da piscina é um rapaz mto querido e atencioso. O hotel é maravilhoso 😍 Música sensacional 👏🏻👏🏻 Comida e drinks deliciosos 😋 Dueto feito pela moça da cozinha é incrível 👏🏻👏🏻👏🏻 Nota 1000
2 de dez.,5,Foi legal,"Eu fiz a escalada várias vezes por que eu gostei muito, gostei muito dos recreadores a tia nana é a melhor e a tia pandinha fazem diversas brincadeiras com as crianças festas na piscina ,o tio bia é muito legal"
1 de dez.,5,Ótimo atendimento,Gostaria de parabenizar o hotel pela estrutura e pelo ótimo atendimento muito bom e uma experiência única agradeço a todos os funcionários em especial a funcionária Cleu pelo ótimo atendimento parabéns Cleu.
1 de dez.,5,Excelente atendimento do garçom everton!,"Quando precisarem de um excelente atendimento, não deixem de procurar o garçom Emerson! Hotel excelente, ótima piscina com show ao vivo! Recomendo o frango a passarinho com mojito de verdade! Não deixem de experimentar!"
1 de dez.,5,Excelente atendimento,"Garçom Éverton nos atendeu, muito bem, além do atendimento nos proporcionou, uma ótima caipirinha, nos auxiliando no primeiro dia de estadia, agradecemos o atendimento, e voltaremos mais vezes, muito obrigado."
1 de dez.,5,Ótimo atendimento,"Garçom Everton, nos atendeu super bem, excelente atendimento, música ótima, clima familiar, voltaremos mais vezes, com mais tempo, hoje vamos ficar 5 dias, numa próxima ficaremos, uns 10 dias, muito obrigado pela estadia ."
1 de dez.,5,Fiz dois eventos de imersão para mulheres,"Simplesmente foi maravilhosa a experiência!!! Atendimento de toda a equipe perfeito. Toda a organização solicitada para o evento, foi atendida e a equipe sempre muito disposta a resolver e a contribuir para que tudo estivesse ok.    Recomendo muito!! E sem contar que a estrutura das salas são maravilhosas, eu utilizei a sala com vista para o jardim, o que faz toda a diferença para o evento que eu estava conduzindo, essa possibilidade com a conexão com o verde que o hotel oferece, ficou demais.    Foi contratado, coffee e almoço, tudo maravilhoso!!"
1 de dez.,5,Um ótimo atendimento do garçom Everton,"O garçom da piscina nós ofereceu um ótimo atendimento na área da piscina ,e o hotel realmente tem seu diferencial .  O Evento da abertura do festival das cataratas foi espetacular .agraço os ótimos dias que estou hospedada no Grand Carimã Resort"
nov. de 2022,5,Um ótimo atendente,"O atendente do bar da piscina , Everton , pessoa incrível , super profissional e educado .  É o tipo do funcionário que vale a pena investir . Parabéns pela excelente escolha  Hotel fantástico !  Espaço da piscina onde estou tendo a experiência e suuuuuuper !!!! Parabéns a todos os envolvidos"
nov. de 2022,5,Grande carimã resort,"O atendimento do Everton no bar da piscina do grande carimã resort é maravilhoso, todos os serviços são perfeitos e tudo que precisamos fomos atendidos com toda cordialidade e carisma que ambiente pode proporcionar aos seus clientes"
nov. de 2022,5,Carimã resort o melhor de foz do Iguaçu,"Everton e Dayron muito bom atendimento perfeito no bar da piscina, o pessoal é muito show e os ambientes do grand carimã resort. Quando vier em foz o grand carimã é a sua melhor opção para desfrutar dos melhores momentos"
nov. de 2022,5,Bom atendimento,"O Éverton garçom do bar dá piscina é um execelente atendente a comida é maravilhosa a piscina tb é uma maravilha a água fresquinha gostei muito do hotel excelente localização, e voltarei para Foz do Iguaçu"
nov. de 2022,5,Um ótimo atendimento,O Everton o garçon da piscina ele foi muito atencioso . Obrigada gostei muito do hotel e sua alimentação foi excelente e sua boa localização adorei a comida o suco maravilhoso pode ter certeza.Obrigada
nov. de 2022,5,Bom atendimento do garçom Everton.,"Atendimento excelente do garçom Everton no restaurante da piscina do hotel.  Muito prestativo e educado!  Quem vier para o hotel, não deixe de conhecer essa figura que faz ótimas caipirinhas.    Sucesso amigo!"
nov. de 2022,5,Excelente atendimento.,"O Everton , garçom da piscina fez um atendimento perfeito, muita gentileza e profissionalismo. O Resort é muito lindo, e funcionários maravilhosos. A área da piscina é incrível. E parabéns por ter funcionários maravilhosos, e o Everton super bom atendimento."
nov. de 2022,5,Atendimento madrugada,"Ótimo atendimento na madrugada da Cleo do Room service, que atendeu nosso grupo, na piscina a,super querida e ainda prepara o nosso delicioso café da manhã, obrigada pela atenção de toda a equipe do hotel."
nov. de 2022,2,Atendimento,"atendimento na área da piscina deixa a desejar exceto pelo garçom Everton e um que esqueci o nome de nacionalidade cubana, esses dois são educados e atenciosos. Café da manhã deixa muito a desejar muito. O jantar não é lá essas coisas... mas as sobremesas são boas, melhor que a comida. Tbm fomos bem atendidos pelo Rafael que gentilmente nós conduziu até a piscina por que o hotel é grande e algumas vezes ficamos perdidos, por falta de placas, sinalização e orientação.  Os quartos nada demais,tv muito pequena não atende bem a necessidade de assistir um filme.... A parte da recepção é bonita vc acabe se enganando e criando expectativas  O Destaque vai para recreação como a recreadora Nana todos eles são bons...."
nov. de 2022,5,ótima experiência,"obtivemos uma ótima experiência e acomodação no local, recomendo! recomendo o tio sapato que nos entreteu e ajudou durante a estadia. o hotel nos proporciona um ótimo espaço, piscina, jantar, almoço e outras diversas atrações."
nov. de 2022,5,Óptimo atendiendo,"Fomos atendidos por Neuza e Dayron opinas pesoas. Desde que entramos no hotel fomos bem atendidos, no bar tragos delicioso, tinha sem alcohol también. O conforto nos cuartos también muinto boa, otimo"
nov. de 2022,5,Ótimo hotel!!!,"Hotel maravilhoso, espaço amplo e aconchegante. Além disso o atendimento da recepção é maravilhoso, em especial ao tio sapato da recreação, carisma sem igual e muito atencioso! Com certeza vou voltar a me hospedar lá."
nov. de 2022,5,Familiar e aconchegante!,"Local bem aconchegante! E familiar! Isaque nos ajudou a chegar no quarto, explicou muito bem sobre as instalações, carregou nossas malas e tirou nossas dúvidas. Muito simpático, educado e prestativo, gostamos"
nov. de 2022,5,Bom atendimento.,"Parabéns aos garçons Everton e Dairon( cubano), bar da piscina. Simpatia e bom atendimento. A piscina muito agradável. A recepcionista atendeu com atenção e simpatia. As refeições são ótimas. Pratos variados e deliciosos. Tudo muito bom!!!!"
nov. de 2022,5,Ótimo,"Fomos atendido pelo Everton bar da piscina.. uma pessoa comprometida, eficiente,comunicativo com domínio em sua função. Espero encontra lo em uma função maior pois é merecedor de dar um salto maior do que já faz!"
nov. de 2022,5,Ótimo atendimento,"E Everton do vai da piscina ele é um excelente profissional ele é muito top maravilhoso simpático carismático bonito e ele teleatendimento muito utilizado muito competente, a piscina Tb ótima, comida melhor ainda"
nov. de 2022,5,Experiência excelente.,"Fomos muito bem atendidos por todos, desde a recepção aos dias hospedados. Agradecemos principalmente os garçons da piscina Everton e Dayron, parabéns pela educação, atendimento e agilidade meninos. Comida excelente."
nov. de 2022,5,Excelente atendimento,"Quero parabenizar o Everton garçons da piscina pelo excelente serviço prestado. Muito prestativo!!! Piscina ótima com ótimo atendimento Música agradável, feijoada no sábado sensacional. Ótima localização"
nov. de 2022,5,Excelente.,"Fantástico…  Funcionários educados e bem humorados.  O bar do hotel é um diferencial, O Barman, Sr. Afonso faz drinks fantásticos. Muita agilidade e um drink melhor que outro. Faz vc querer chegar no hotel e já ir tomar um bom drink."
nov. de 2022,5,descanso,"desde a recepção, epor todos os lugares que passei um atendimento excelente, restaurante, atendentes maravilhosos obrigado ESAQUEL pela dedicação piano bsr atendimento otimo sr Afonso recomendo, voltarei e indicaria com certeza"
nov. de 2022,4,Muito bom com ressalvas,"Ambiente da piscina bacana,  Quarto ok, higiene ok,  Precisa melhorar a orientacao dos corredores com placas é dificiel de localizar o quarto.  Atendimento bom. Porem na recepcao do restaurante tivemos um mal atendimento por parte de uma moça funcionaria de cabelo curtinho ""estilo corte masculino"". Fez pouco caso para nos orientar. No sabia nada que perguntamos e nem fez esforço algum para tenfar resolver ou achar alguem que soubesse"
nov. de 2022,5,Simpatia,"O ambiente é acolhedor,organizado,com pessoas simpática e competentes para o atendimento. Desde a chegada para todos atendimentos. Na piscina fomos atendidos pelo Everton que possui muita simpática e destreza no atendimento."
nov. de 2022,5,Nota mil,"Everton, Menino top no atendimento da piscina, atencioso carismático e prestativo, porção maravilhosa, piscina show. Caipirinha gelada e top.. recomendo, show de bola . Pretendemos voltar! Foz do Iguaçu quentíssima."
nov. de 2022,5,Ótimo atendimento.,"Ótimo atendimento, Everton da piscina, muito atencioso e gentil, piscina maravilhosa, apartamentos ótimas estrutura e muito conforto, depois da reforma,ficou ainda melhor bem sua estrutura e com ótima localização, eu recomendo."
nov. de 2022,5,Hotel muito bom,"Hotel com quarto muito confortável, amplo, reformado. Os funcionários são muito solícitos em especial o Yuri, o Luiz e o garçom da piscina o Cubano, não mediram esforços para deixar nossa estadia mais agradável! Estacionamento amplo, piscina gostosa. Os únicos pontos negativos são o som da piscina que é muito alto e o atendimento no jantar que solicitam a chave do quarto que é um cartão a qualquer pedido ao invés de fazer uma comanda e pedir uma única vez."
nov. de 2022,5,Ótimo atendimento Isaque nos atendeu muito bem,"Ótimo atendimento, hotel com quartos amplos e bem arrumados, atendimento ótimo, Isaque nos recebeu com muita presteza e educação. Segunda vez e continuarei voltando aqui. São funcionários como Isaque e a Flávia da recepção que fazem a diferença no atendimento."
nov. de 2022,5,Avaliação,"Nota mil para Iuri! Sua simpatia, muito solicito, alegre, disposto a nos ajudar. Sem palavras! Mil, milhões para ele. Hotel espetacular em todos os sentidos. Desde a hospedagem, ao atendimento, café da manhã, o restaurante. Não há uma pessoa que não sejas solicita no hotel. Todos com excelente humor e simpatia."
nov. de 2022,5,Excelente hospedagem.,"Quarto muito bom, excelente recepção. Comida maravilhosa. Espaços de confraternização e lazer com boas acomodações. Pessoas competentes e cordiais.  Fomos para uma confraternização da empresa e tivemos uma excelente experiência."
